Date,DOI,Source,Title,Abstract,Section,Citations to retracted article,Citing reasons,Sentiment (negative/neutral/positive),Mentions the article retraction,Notes
2005,10.1002/14651858.cd004407.pub2,doi.org,"Vaccines for measles, mumps and rubella in children

","Background
Public debate over the safety of the trivalent measles, mumps and rubella (MMR) vaccine, and the resultant drop in vaccination rates in several countries, persists despite its almost universal use and accepted effectiveness.
Objectives
We carried out a systematic review to assess the evidence of effectiveness and unintended effects associated with MMR.
Search methods
We searched the Cochrane Central Register of Controlled Trials (CENTRAL) (The Cochrane Library 2004, Issue 4), MEDLINE (1966 to December 2004), EMBASE (1974 to December 2004), Biological Abstracts (from 1985 to December 2004), and Science Citation Index (from 1980 to December 2004). Results from reviews, handsearching and from the consultation of manufacturers and authors were also used.
Selection criteria
Eligible studies were comparative prospective or retrospective trials testing the effects of MMR compared to placebo, do‐nothing or a combination of measles, mumps and rubella antigens on healthy individuals up to 15 years of age. These studies were carried out or published by 2004.
Data collection and analysis
We identified 139 articles possibly satisfying our inclusion criteria and included 31 in the review.
Main results
MMR was associated with a lower incidence of upper respiratory tract infections, a higher incidence of irritability, and similar incidence of other adverse effects compared to placebo. The vaccine was likely to be associated with benign thrombocytopenic purpura, parotitis, joint and limb complaints, febrile convulsions within two weeks of vaccination and aseptic meningitis (mumps) (Urabe strain‐containing MMR). Exposure to MMR was unlikely to be associated with Crohn's disease, ulcerative colitis, autism or aseptic meningitis (mumps) (Jeryl‐Lynn strain‐containing MMR). We could not identify studies assessing the effectiveness of MMR that fulfilled our inclusion criteria even though the impact of mass immunisation on the elimination of the diseases has been largely demonstrated.
Authors' conclusions
The design and reporting of safety outcomes in MMR vaccine studies, both pre‐ and post‐marketing, are largely inadequate. The evidence of adverse events following immunisation with MMR cannot be separated from its role in preventing the target diseases.",Characteristics of excluded studies; TABLE CELL;;,"Wakefield 1998 
",obtains background from;;,neutral;;,no;;,
2005,10.1111/j.1354-4187.2005.00304.x,doi.org,"Media reports of links between MMR and autism: a discourse analysis

","This paper details an analysis of BBC reporting of the proposed links between MMR and autism. The study aimed to identify main issues arising from the media reports into the link between MMR and the development of autism, and how these contribute to common understandings about people with autism. The study employed a form of discourse analysis to discuss how the media debates represent people with autism and perceived risks from the MMR vaccination. Sources were collected from the BBC website, and comprised of both Internet pages and reports from radio programmes broadcast by the BBC. The analysis focuses on reports around the time of the British Prime Minister's (and his family's) decision to not disclose whether their youngest son was given the disputed triple vaccine. A key issue arising from the analysis is the ways in which science is used to argue for both the safeness of the vaccine and also the dangerousness of it. Within the media debate of the safeness/dangerousness of the vaccine priority is accorded to the experiences of families who feel directly affected by the dangerousness of the vaccine. Thus whilst scientific explanation retains its powerful position in validating and legitimating the ‘truth’ in this instance experiential knowledge takes priority. The reports draw on parental fear of ‘damage’ to their children, where ‘damage’ is constituted as the onset of autism following vaccination. Implicit within the debate is the notion that an autistic child/adult is less acceptable than a (supposedly) ‘normal’ child. The issues emerging from the analysis are in sharp contrast to our previous research with adults with autism. While the development of an autistic identity is often seen as a problem for parents and ‘experts’ researching autism, such identities can be highly valued by those so labelled.


","introduction;;
introduction;;","There has been debate about whether the frequency of diagnoses of autism has risen since the 1980s and the introduction of the MMR (see Frith 2003). Some commentators have proposed a link between these two issues and conclude that there is a causal link between MMR and the development of autism (Wakefield et al. 1998). The assumption is that the MMR gives rise to a nonspecific gut condition which allows for the absorption of nonpermeable peptides into the body which is hypothesized to lead to the development of autism (see Nicoll et al. 1998 for a critique of this hypothesis).;;
This time period provides a ‘hot spot’ of activity, debate and concern about the MMR vaccination due to the intense media reporting on MMR and the number of research projects investigating the link between MMR and autism at this time. These included a research project (Wakefield et al. 1998) which gave evidence for the link between MMR and the development of autism and Entercolitis syndrome (also termed as the autistic Entercolitis syndrome). In addition there was also high levels of media interest in the actions of the British Prime Minister who was endorsing as the only safe option for children.;;
","discusses;;
discusses;;","neutral;;
neutral;;",no;;,
2005,10.1177/1362361305057880,doi.org,Parental report of the early development of children with regressive autism: The delays-plus-regression phenotype,"Most children with autism demonstrate developmental abnormalities in their first year, whereas others display regression after mostly normal development. Few studies have examined the early development of the latter group. This study developed a retrospective measure, the Early Development Questionnaire (EDQ), to collect specific, parent-reported information about development in the first 18 months. Based on their EDQ scores, 60 children with autism between the ages of 3 and 9 were divided into three groups: an early onset group (n= 29), a definite regression group (n= 23), and a heterogeneous mixed group (n= 8). Significant differences in early social development were found between the early onset and regression groups. However, over 50 percent of the children who experienced a regression demonstrated some early social deficits during the first year of life, long before regression and the apparent onset of autism. This group, tentatively labeled ‘delays-plus-regression’, deserves further study.




","introduction;;
Final section; “Discussion”;;","The causes of autistic regression are not known. One hypothesis is that regression is due to complications of infection (DeLong et al., 1981; Gupta et al., 1984), epilepsy or subclinical epileptiform discharges (Stefanatos et al., 2002), vaccination (Wakefield et al., 1998), or environmentally mediated exposures (e.g. mercury: Bernard et al., 2001). A competing theory is that regression, like early onset autism (Bolton et al., 1994), is largely geneti- cally influenced, but that the genes have a later onset of action. ;;
This repli- cates earlier research findings that children with autism do not differ significantly from children with developmental delays in terms of their attachment security (Dissanayake and Crossley, 1997; Rogers et al., 1991). 
The measles–mumps–rubella (MMR) vaccine has received much recent attention after being hypothesized as a potential causal agent in autism (Wakefield et al., 1998). Although this study did not explicitly investigate causal mechanisms underlying regression, parent perceptions of possible precipitating events were collected. ;;
","cites for information;;
discusses;;","neutral;;
neutral;;",no;;,
2006,10.1080/10937400600882079,doi.org,"Evidence of Toxicity, Oxidative Stress, and Neuronal Insult in Autism

","According to the Autism Society of America, autism is now considered to be an epidemic. The increase in the rate of autism revealed by epidemiological studies and government reports implicates the importance of external or environmental factors that may be changing. This article discusses the evidence for the case that some children with autism may become autistic from neuronal cell death or brain damage sometime after birth as result of insult; and addresses the hypotheses that toxicity and oxidative stress may be a cause of neuronal insult in autism. The article first describes the Purkinje cell loss found in autism, Purkinje cell physiology and vulnerability, and the evidence for postnatal cell loss. Second, the article describes the increased brain volume in autism and how it may be related to the Purkinje cell loss. Third, the evidence for toxicity and oxidative stress is covered and the possible involvement of glutathione is discussed. Finally, the article discusses what may be happening over the course of development and the multiple factors that may interplay and make these children more vulnerable to toxicity, oxidative stress, and neuronal insult.
","introduction;;
Middle section; “Evidence for a Glutathione Deficiency and Oxidative Stress in Children with Autism”;;","Many theories were postulated regarding the underlying cause of autism. For example, autism was implicated to be related to the measles, mumps, and rubella vaccine (Wakefield et al., 1998, 2000; Wakefield, 2003); mercury in vaccines (Bernard et al., 2002; McGinnis, 2001); immune system dysfunction (Cohly and Panja, 2005; Warren et al., 1990, 1992, 1995; Singh et al., 1993; Weizman et al., 1982); fungal infection (; Shaw, 1996), toxicity (McFadden, 1996); metabolic abnormalities (Waring and Klovrza, 2000; Waring and O'Reilly, 1990; Alberti et al., 1999); and “leaky gut syndrome”(Vantrappen and Geboes, 1993). Most recently, studies have suggested that decreased glutathione levels and increased oxidative stress may play a role in the pathology (James et al., 2004).;;
Low glutathione levels may underlie many of the systemic abnormalities associated with autism. In autism, there is evidence for: (1) oxidative stress and lipid peroxidation; (2) toxicity, such as phenolic compounds (Edelson and Cantor, 1998) and toxic metals (Lonsdale, 2002; Filipek et al., 1999; Eppright et al., 1996; Holmes et al., 2003); (3) immune dysfunction, such as impaired or altered immune response and dysregulation of inflammatory cytokines (Cohly and Panja, 2005; Warren et al., 1990, 1992, 1995); and (4) impaired gastrointestinal integrity, such as epithelial pathology and increase gut permeability (D'Eufemia et al., 1996; Wakefield et al., 1998, 2000; Furlano et al., 2001; Horvath et al. 1999). GSH is important in each of these physiological processes. The following section describes what GSH is and how GSH is involved in these physiological processes.;;","cites as evidence;;
cites as evidence;;","neutral;;
neutral;;",no;;,
2006,10.1146/annurev.clinpsy.2.022305.095210,doi.org,"Autism from Developmental and Neuropsychological Perspectives

","In this review of the research literature on autism, we argue that the application of developmental and neuropsychological perspectives has contributed importantly to the understanding of the core deficits in autism and their underlying neural bases. The three classes of theories postulated to explain the developmental and neuropsychological deficits in autism are considered in terms of the specificity, uniqueness, and universality of these impairments in autism. Because we believe that a primary reason for our lack of understanding of the developmental trajectory in autism stems from our inability to diagnose the syndrome in the first three years of life, research approaches to early identification are discussed, as are longitudinal studies aimed at identifying later-life outcomes and their predictors. In contrast to the progress made in defining the core deficits and arriving at criteria for diagnosis, less progress has been made in identifying the causes of autism and in creating and testing interventions aimed at ameliorating the impairments of autism, possibly because these activities have been less tied to the developmental and neuropsychological models that have enlightened the investigation of core deficits.

","Middle section; “EXAMINATION OF POSSIBLE CAUSES OF AUTISM
”;;","The best studied of these is the increased risk of autism with congenital rubella syndrome (Chess 1971). Others have invoked this mechanism for the putative causal role of the measles, mumps, and rubella vaccine (Wakefield et al. 1998), although this has largely been refuted by epidemiological studies (Madsen et al. 2002, Taylor et al. 1999).
It has also been suggested that individuals with autism have a disordered immunity with both decreased and increased function of different segments of the immune system having been reported (see Hornig & Lipkin 2001 for a review). ;;",discusses;;,negative;;,no;;,
2006,10.1108/09513570610670334,doi.org,"Theorising accountability for NGO advocacy
","Purpose
The purpose of this paper is to develop a staged theoretical argument regarding whether non‐governmental organisations (NGOs) can be considered responsible and accountable for the direct and indirect consequences, on a wide range of stakeholders, flowing from their advocacy activities.
Design/methodology/approach
The paper is primarily theoretical and conceptual, developing a structured, conditional and staged model illustrated with empirical examples.
Findings
The paper finds depending upon the theoretical arguments accepted at each stage of the model, the advocacy activities of an NGO may be considered to cause a widespread and often unintended negative impact upon the lives of many stakeholders who are either close to, or remote from, the NGO. Also, that depending upon the theoretical position taken regarding the scope of accountability, all entities – including NGOs – may be regarded as responsible and accountable for the impacts which their activities directly and indirectly cause to a broad range of stakeholders.
Research limitations/implications
The model is primarily theoretical, so it can benefit from empirical studies to assess its applicability in practice. It also has the scope to be applied in assessing the responsibility and accountability of a range of other entities for their advocacy – such as businesses, religious bodies, political parties, and academics.
Practical implications
The paper presents a ontribution to the growing debate on NGO accountability.
Originality/value
The paper uses the synthesis of various philosophical positions to develop a conditional, staged model which may be used to establish whether NGOs (and other organisations) can be regarded as having responsibilities and accountabilities for the direct and indirect impacts of their advocacy activities on a broad range of stakeholders.","middle section;“Stage 3: plausibility and likelihood of acceptance of linear predictive narratives ”;;
middle section;“Stage 3: plausibility and likelihood of acceptance of linear predictive narratives ”;;
middle section;“Stage 3: plausibility and likelihood of acceptance of linear predictive narratives ”;;","Subsequently a study investigating a link between bowel disease and autism noted that:
In eight children, the onset of behavioural problems had been linked, either by the parents or by the child's physician, with measles, mumps, and rubella vaccination (Wakefield et al., 1998, p. 638).

Although investigation of such a link had not been a key objective of the study, and although the researchers noted that they had not proved a link between the MMR vaccine and a form of autism, they concluded that: ;;
In most cases, onset of symptoms was after measles, mumps, and rubella immunisation. Further investigations are needed to examine this syndrome and its possible relation to this vaccine (Wakefield et al., 1998, p. 641).
This latter point was reportedly reinforced by the lead researcher on this project in a press conference announcing the results of the study (The Independent, 2004).;;
Still many parents refused to have their children inoculated, after apparently judging the linear predictions of anti‐MMR “counter‐experts” more convincing than the substantial body of empirical evidence in official narratives from the UK government and medical establishment. As the editor of the leading medical research journal The Lancet commented in an editorial accompanying a retraction of the parts of the original Wakefield et al. (1998) article which had hinted at a possible link between the MMR vaccine and autism:
The difficulty is that in a post‐BSE era, where government advice is no longer immediately taken on trust, the weight of accumulated evidence carries less force if it comes from government than it once did (Horton, 2004, p. 748, emphasis added).;;","discusses;;
discusses;;
discusses;;","positive;;
positive;;
neutral;;",yes;;,
2006,10.1515/cam.2006.007,doi.org,An enquiry into scientific and media discourse in the MMR controversy: Authority and factuality,"In this paper, we investigate two scientific articles at opposite ends of the MMR debate—Wakefield et al. (1998) (which started the debate) and Taylor et al. (1999)—and four media articles published to inform the public of the results of these two scientific studies. Because people need to assess truth claims about health risks, communicators seek to establish their believability in two ways: authority (i.e., the attribution of scientific claims to sources that may be perceived as believable because of their status) and factuality (i.e., the moderating, limiting, or highlighting of truth claims). The importance of authority was confirmed by the media texts' preference for direct quotes and messages about what people ought to do, especially at the beginning of the debate. Our most significant find, however, relates to two important indicators of factuality: avoidance of vague references and high use of epistemic modals, where Wakefield et al. displays a pattern not at all different from the media texts and opposite to that expected from a scientific text. That Wakefield et al. stands out in the majority of indicators investigated is of interest in view of its controversial position in the MMR debate and worthy of further study.
","Abstract;;
Method;”Methodology”;;
","In this paper, we investigate two scientific articles at opposite ends of the MMR debate—Wakefield et al. (1998) (which started the debate) and Taylor et al. (1999)—and four media articles published to inform the public of the results of these two scientific studies. Because people need to assess truth claims about health risks, communicators seek to establish their believabil- ity in two ways: authority (i.e., the attribution of scientific claims to sources that may be perceived as believable because of their status) and factuality (i.e., the moderating, limiting, or highlighting of truth claims). ;;
We hope that the present paper, which is a small-scale investigation focusing on a limited num- ber of texts, will go some way toward bringing to light some hypotheses worthy of further investigation. 
From the scientific community, we included the discussion sections in the two initial articles by Wake- field et al. (1998) and Taylor et al. (1999), both of which were published in The Lancet. We will refer to these texts as SCI-98 and SCI-99. 
	–  Wakefield et al. (28 February 1998) ‘Ileal- lymphoid-nodular hyperplasia, non-specific coli- tis, and pervasive developmental disorder in chil- dren’ (SCI-98) ;;","obtains background from;;
obtains background from;;","neutral;;
neutral;;",no;;,
2006,10.1177/0009922806289581,Other,"Vaccine Refusal: Issues for the Primary Care Physician 
",None,middle section;“The Science of Immunization ”;;,"The measles, mumps, and rubella (MMR) vaccine has been the most frequently implicated vaccine. Dr. Andrew Wakefield, a British gas- troenterologist, has most loudly championed the association be- tween MMR and autism.7 Ten of the 13 authors who participated in his original study have re- tracted their endorsement and 
questioned the research conclu- sions partly on the basis of Dr. Wakefield’s employment by plain- tiffs’ attorneys involved with the described patients. 
",qualifies;;,neutral;;,yes;;,
2006,10.1097/00008486-200607000-00008,Other,"Dietary Considerations in Autism: Identifying a Reasonable Approach

","Autism is the most common developmental disorder in the United States, with the number of diagnosed cases increasing secondary to more sensitive screening methods. Because autism has no known cause or accepted treatment approach, many parents and physicians have employed a number of dietary manipulations to alter the effects of the so-called leaky gut, which is believed by some to be the underlying cause of the regressive behaviors particular to autism. However, the link between autism and a gastrointestinal pathophysiology is not substantiated by research. The dietary approaches employed are cumbersome, not proven to be efficacious, and may further narrow the food choices of the child with autism.
","middle section;“Measles, mumps, and rubella vaccine ”;;
middle section;“Measles, mumps, and rubella vaccine ”;;
middle section;“Measles, mumps, and rubella vaccine ”;;","There has been considerable debate in the literature and even congressional hearings on the effect of the measles, mumps, and rubella (MMR) vaccine as a causative agent of autism since first suggested by Wakefield et al in 1997.19 Anecdotally, many parents report the symptoms of developmental regression, char- acteristic of autism, shortly after their chil- dren receive this vaccine. ;;
According to the children’s parents, the GI symptoms developed concur- rently with the loss of acquired skills charac- teristic of regressive autism. Wakefield et al found that 10 of the 12 children in the ini- tial study had ileal lymphoid nodular hyperpla- sia (LNH), with all 12 having some intestinal abnormalities.19 LNH is characterized by ab- normality of the intestinal wall and identified as nonspecific colitis. ;;
Fluid absorbed through the epithelial cells in the distal ileum is fil- tered through the lymph nodules where an- tibodies are formed by the lymphocytes and neutrophils. It is hypothesized that the in- flammatory process of LNH allows antigens to pass into the bloodstream and exert non–IgE- mediated allergic response and central ner- vous system (CNS) dysfunction.19,23,24 The phenomenon is called leaky gut syndrome. 
;;","discusses;;
discusses;;
discusses;;","neutral;;
neutral;;
neutral;;",no;;,
2006,10.1093/pubmed/fdl036,doi.org,A crisis of governance? ,"Background Contemporary legislative and constitutional developments in the United Kingdom for public health. This article explores these implications.
Key findings Examination of the development of parliamentary sovereignty in the United Kingdom shows that, although there is no formal separation of powers, there is a long established convention that legislation should be subject to detailed parliamentary scrutiny, should respect common law, and should be subject to judicial review. This convention has been overturned. Consequently, many recent laws conflict with long-established human rights. Some are unworkable or damaging or both. Public health professionals are being asked to implement poorly thought out laws, against a background of loss of trust. History warns of the danger that public health could be sucked into participation in repressive policies that override the rights of the individual in the apparent interests of the public good.
Conclusions There is a need for a rebalancing of power in the United Kingdom, both among the three branches of government (executive, legislature, and judiciary) and its constituent parts (England, Scotland, Wales, and Northern Ireland). Constitutional reform is a long-term aim but for now much can be done to hold the executive to account and to be aware of the dangers faced by public health
",middle section;“Implications for public health ”;;,"The problem was that when ministers did tell the truth, few would believe them. This had tragic consequences when the Lancet published a paper proposing a link between autism and the measles, mumps and rubella vaccine.23 Unfortunately, the lessons were not learned, as became clear during the 2001 Foot and Mouth outbreak, when those living in affected communities simply disbelieved official statements because they were contrary to their own experience.24 ;;",cites as evidence;;,negative;;,no;;,
2006,10.1111/j.1365-2214.2006.00655.x,doi.org,"Vaccines and the changing epidemiology of autism

","Background  The epidemiology of autism has been rather confusing, with very variable published prevalence figures and no clear incidence data. The cause of autism is unclear; vaccines have been incriminated.
Methods  Literature review and interpretation.
Results  The recorded prevalence of autism has increased considerably in recent years. This reflects greater recognition, with changes in diagnostic practice associated with more trained diagnosticians; broadening of diagnostic criteria to include a spectrum of disorder; a greater willingness by parents and educationalists to accept the label (in part because of entitlement to services); and better recording systems, among other factors. The cause(s) of autism remains unclear. There is a strong genetic component which, along with prenatally determined neuro‐anatomical/biochemical changes, makes any post‐natal ‘cause’ unlikely.
Conclusions  There has (probably) been no real increase in the incidence of autism. There is no scientific evidence that the measles, mumps and rubella (MMR) vaccine or the mercury preservative used in some vaccines plays any part in the aetiology or triggering of autism, even in a subgroup of children with the condition.
",middle section;“Vaccines and autism”;;,"The main celebrity in the MMR/autism controversy is Andrew Wakefield. He was the first author of a paper with the unprepossessing title ‘Ileal‐lymphoid nodular hyperplasia, non‐specific colitis, and pervasive developmental disorder in children’ published in The Lancet in February 1998 (Wakefield et al 1998), which reported 12 children who had autistic spectrum disorder and bowel symptoms. In eight of cases, the parents or the child’s physician associated MMR vaccination with the onset of behavioural symptoms, after a mean interval of 6.3 days (range 1–14). ",discusses;;,neutral;;,no;;,
2006,10.1038/modpathol.3800704,doi.org,"Histopathological alterations in irritable bowel syndrome
","Irritable bowel syndrome is a common disorder defined by a symptom complex including abdominal pain and altered bowel habit. The etiopathogenesis appears to be multifactorial and to involve altered gastrointestinal motor function, enhanced perception of visceral stimuli and psychosocial factors. More recently a role for mucosal immune activation has been suggested. Routine histologic examination reveals no mucosal abnormality in the majority of cases but quantitative histological, immunohistochemical and ultrastructural analyses reveal subtle morphologic changes involving lymphocytes, mast cells, enterochromaffin cells and enteric nerves. The recent appreciation of these changes has led to new hypotheses linking central and enteric nervous systems to immune processes. This review highlights the spectrum of morphologic changes that occur in irritable bowel syndrome, examines their relationship to the pathophysiology of irritable bowel syndrome and considers their relevance to daily pathology practice.

","middle section;“Normal and minimally inflamed mucosal biopsies: more than meets the eye?”;;
middle section;“Normal and minimally inflamed mucosal biopsies: more than meets the eye?”;;
middle section;“Normal and minimally inflamed mucosal biopsies: more than meets the eye?”;;","The concept of pathology that is subtle or unapparent on routine assessment is not unique to IBS. Quantitative analyses have uncovered subtle mucosal abnormalities in other conditions including food allergy,63 regressive autism,64, 65, 66, 67 developmental disorders64 and Brainerd diarrhea.68 For example, there is an emerging pattern of mucosal immunopathology in a subpopulation of children with regressive autism who also have gastrointestinal symptoms.64, 65, 66, 67;;
The concept of pathology that is subtle or unapparent on routine assessment is not unique to IBS. Quantitative analyses have uncovered subtle mucosal abnormalities in other conditions including food allergy,63 regressive autism,64, 65, 66, 67 developmental disorders64 and Brainerd diarrhea.68 For example, there is an emerging pattern of mucosal immunopathology in a subpopulation of children with regressive autism who also have gastrointestinal symptoms.64, 65, 66, 67;;
Quantitative analyses have uncovered subtle mucosal abnormalities in other conditions including food allergy,63 regressive autism,64, 65, 66, 67 developmental disorders64 and Brainerd diarrhea.68 For example, there is an emerging pattern of mucosal immunopathology in a subpopulation of children with regressive autism who also have gastrointestinal symptoms.64, 65, 66, 67 Histologically, the changes are fairly subtle and, apart from ileal-lymphoid-nodular hyperplasia, these patients have variable, non-specific inflammatory mucosal changes which are easily overlooked on routine assessment. ;;","cites as evidence;;
cites as evidence;;
cites for information;;","neutral;;
neutral;;
neutral;;",no;;,
2006,10.1586/14760584.5.5.641,Other,"Postlicensure epidemiology of childhood vaccination: the Danish experience

","The efficacy, the ability to confer protection against a target disease and the safety of a vaccine are assessed in great detail before licensure. However, inherent limitations in the prelicensure assessment necessitate continued epidemiological evaluations of efficacy and safety issues after the introduction of vaccines into use. In Denmark, the opportunities available for epidemiological research are unique. In 2001, an initiative was undertaken to take advantage of these opportunities to study the postlicensure epidemiology of childhood vaccination with respect to effectiveness and safety. First, we describe the unique opportunities for postlicensure research in Denmark with respect to the data sources available and the epidemiological and statistical methods used. We then describe a number of recent postlicensure studies of effectiveness and safety that took advantage of these opportunities. Specifically, studies on the effectiveness of Haemophilus influenzae type b vaccination, the effectiveness of pertussis vaccination, the impact of a preschool pertussis booster on infant pertussis, measles–mumps–rubella vaccine and autism, thimerosal-containing vaccine and autism, measles–mumps–rubella vaccine and febrile seizures, childhood vaccination and Type 1 diabetes, and childhood vaccination and nontargeted infectious disease are discussed.

",middle section;“Measles–mumps–rubella vaccination & autism ”;;,"In 1998, Wakefield and colleagues published a case-series of 12 children with pervasive developmental disorders associ- ated with gastrointestinal symptoms and developmental regression [27]. In the majority of these children, retrospective accounts by parents or physicians revealed a temporal associa- tion between the onset of the children’s behavioral problems and the measles–mumps–rubella (MMR) vaccine. ;;",describes;;,neutral;;,no;;,
2006,10.1089/act.2006.12.233,Other,"Assessing CAM Options for Treating Autism
",None,"middle section;“Gluten-Free, Casein-Free Diet ”;;","The gluten-free, casein-free diet (GFCF) arose as the result of a recognition that a very large percentage of children with autism exhibit signs of impaired gastrointestinal (GI) function. A 1998 study of 12 children with autism showed that 10 had endoscopically confirmed evidence of ileal lymphoid nodular hyperplasia, and 8 had additional abnormalities in their intesti- nal mucosa.2 
According to the “leaky gut syndrome” theory, the intestinal mucosal barrier has been compromised in individuals with autism. ;;
",cites as evidence;;,neutral;;,no;;,
2006,10.12968/bjom.2006.14.10.21928,Other,"Childhood immunization: The vital role of the midwife


","In the present climate of change within the health-care system and with the emphasis on improving health and eradicating disease, the controversial issue of immunization has once again come under public scrutiny. The purpose of this article is to present the subject of immunization from an Irish perspective, in a clear and concise manner and to highlight relevant issues pertaining to the safety of immunization in light of recent public outcry and media coverage.


",middle section;“Vaccination uptake in Ireland ”;;,"This is particularly true with regard to the MMR vaccine. The controversy began when Dr Andrew Wakefield et al (1998) published a paper which claimed a possible link between the MMR vaccine and the development of Crohn’s disease and autism in young children. Medical institutions worldwide refuted the claims by stating that the study was deeply flawed. ;;
",describes;;,negative;;,no;;,
2006,10.1111/j.1365-2788.2006.00833.x,doi.org,"Prevalence of gastrointestinal disorders in adult clients with pervasive developmental disorders

","Background  In clients with pervasive developmental disorders (PDD), some authors have noticed the presence of gastrointestinal disorders and behavioural disorders. An augmented prevalence of different histological anomalies has also been reported. The aim of our study is to highlight the prevalence of gastrointestinal disorders in this adult with PDD sample and to demonstrate the importance of accurate evaluation of gastrointestinal disorders in clients with PDD.
Methods  The present comparative study involved 118 clients. Our research was motivated by the clinical observation that behavioural disorders sometimes disappeared with administration of anti‐gastric acid or anti‐ulcerous medications. It focused on two samples of clients with intellectual disability – those with associated PDD and those without. The presence of gastrointestinal disorders was assessed retrospectively on the basis of hospital records.
Results  The prevalence of gastrointestinal disorders reported in clinical files was 48.8% in clients with PDD, as compared with 8.0% in non‐PDD clients (P < 0.00001).
Conclusion  Gastrointestinal disorders, and especially gastro‐oesophageal reflux, if neglected, may contribute to behavioural disorders in PDD clients. Moreover, gastrointestinal disorders may be considered as a feature of PDD. We highlight the fact that somatic disorders may coexist in persons with PDD.","introduction;;
introduction;;
introduction;;","Within the PDD group, a substantial group of children present what may be a primary, immune‐mediated intestinal pathology. The constellation of developmental disorder and gastrointestinal pathology (autistic enterocolitis) (Wakefield et al. 1998, 2002) combines the paradoxical elements of motility disorders (oesophageal reflux plus constipation with spurian diarrhoea) and entero‐colonic mucosal inflammation (a feature more commonly associated with frank diarrhoea) (Viander et al. 1989). Understanding the neurochemical and immune basis of any gut–brain interaction in autistic enterocolitis may help to resolve this paradox.;;
Understanding the neurochemical and immune basis of any gut–brain interaction in autistic enterocolitis may help to resolve this paradox.
Several of Wakefield’s studies examined the link between MMR vaccine and autism (Wakefield 1998; Wakefield et al. 1999), and there has been widespread controversy over the recruitment strategy used in the original study (Wakefield 1998) and ethical and legal procedures (Wakefield et al. 2004).;;
Understanding the neurochemical and immune basis of any gut–brain interaction in autistic enterocolitis may help to resolve this paradox.
Several of Wakefield’s studies examined the link between MMR vaccine and autism (Wakefield 1998; Wakefield et al. 1999), and there has been widespread controversy over the recruitment strategy used in the original study (Wakefield 1998) and ethical and legal procedures (Wakefield et al. 2004). We would like to emphasize that the present work studied a population of persons with PDD who had never received MMR vaccines.;;
","cites for information;;
disputes;;
disputes;;","neutral;;
neutral;;
neutral;;",no;;,
2006,10.1038/sj.mp.4001896,doi.org,"The genetics of autistic disorders and its clinical relevance: a review of the literature
","Twin and family studies in autistic disorders (AD) have elucidated a high heritability of the narrow and broad phenotype of AD. In this review on the genetics of AD, we will initially delineate the phenotype of AD and discuss aspects of differential diagnosis, which are particularly relevant with regard to the genetics of autism. Cytogenetic and molecular genetic studies will be presented in detail, and the possibly involved aetiopathological pathways will be described. Implications of the different genetic findings for genetic counselling will be mentioned.

",middle section;“Associated non-genetic medical or environmental conditions ”;;,"The mumps–measles–rubella (MMR) vaccine has received considerable attention as possible cause for the development of AD. Studies supporting this view, however, have not excluded children with known genetic cause nor have assessed the level of functioning of the children before the MMR vaccination.77 Epidemiological and case–control studies did not show an increased risk by the vaccination.78, 79, 80, 81;;",disputes;;,neutral;;,no;;,
2006,10.1073/pnas.0608027103,doi.org,"A surprising METamorphosis: Autism genetics finds a common functional variant
",None,none,"These phenomena, along with developmental regression, have been at the heart of the hypothesized relationship between measles, mumps, and rubella (MMR) vaccine and autism. In the first description of this purported link, the authors focused on a group of children with inflammatory GI difficulties and a regressive form of autism in which symptom onset was tied to MMR immunization (15). Although subsequent evidence has not supported a relationship between this vaccine and autism (16–18), and the majority of original authors have retracted the interpretation of their report (19), there remains some public uncertainty about the safety of the vaccine.;;",disputes;;,neutral;;,yes;;,This article is a commentary;;
2006,10.1017/s0317167100005278,doi.org,Autism and MMR Vaccination or Thimerosal Exposure: An Urban Legend?,None,none,"The belief that either MMR vaccination or excessive thimerosal exposure may be causally linked to the occurrence of an autistic spectrum disorder has many of the features of an urban legend. For MMR vaccination it originates in a single small study of 12 children published in the Lancet in 1998,2 whose essential conclusion was later retracted by ten of its co- authors.3",critiques;;,negative;;,yes;;,This article is an Editorial.
2006,10.1017/s031716710000528x,doi.org,"Immunizations and Autism: A Review of the Literature

","Because of a temporal correlation between the first notable signs and symptoms of autism and the routine childhood vaccination schedule, many parents have become increasingly concerned regarding the possible etiologic role vaccines may play in the development of autism. In particular, some have suggested an association between the Measles-Mumps-Rubella vaccine and autism. Our literature review found very few studies supporting this theory, with the overwhelming majority showing no causal association between the Measles-Mumps-Rubella vaccine and autism. The vaccine preservative thimerosal has alternatively been hypothesized to have a possible causal role in autism. Again, no convincing evidence was found to support this claim, nor for the use of chelation therapy in autism. With decreasing uptake of immunizations in children and the inevitable occurrence of measles outbreaks, it is important that clinicians be aware of the literature concerning vaccinations and autism so that they may have informed discussions with parents and caregivers.

","middle section;“THE MMR VACCINE, AUTISM AND THE ASSOCIATION WITH GASTROINTESTINAL DISEASE ”;;",The controversy surrounding the association between the MMR vaccine and autism began in 1998 with a paper published by AJ Wakefield and colleagues8 in The Lancet. He examined 12 children with a history of normal development followed by regression co-existing with gastrointestinal (GI) complaints. ;;,credits;;,neutral;;,no;;,
