Date,DOI,Source,Title,Abstract,Section,Citations to retracted article,Citing reasons,Sentiment (negative/neutral/positive),Mentions the article retraction,Notes
2001,10.1046/j.1365-2141.2001.02543.x,doi.org,"Progressive reduction in treatment‐related deaths in Medical Research Council childhood lymphoblastic leukaemia trials from 1980 to 1997 (UKALL VIII, X and XI)","In the last 20 years, the survival rate for children with acute lymphoblastic leukaemia (ALL) has markedly improved, largely owing to a decrease in relapses. However, children still die from complications of treatment and these are potentially preventable. We have analysed data from three large consecutive national protocols for ALL from 1980 to 1997 [Medical Research Council United Kingdom ALL (MRC UKALL) trials VIII, X and XI] to compare the incidence and causes of treatment‐related deaths (TRD). The percentage of TRD has fallen from 9% to 2% (UKALL VIII to XI), largely as a result of a decrease in fatal infections. Deaths during induction have fallen from 3% to 1%, the main causes of death being bacterial, followed by fungal infection, while other causes, chiefly haemorrhage, have not declined. Remission deaths also decreased from 6% to 1%, particularly those deaths due to measles and pneumocystis carinii. More guidelines for surveillance and treatment of infections have been included within progressively more intensive protocols. Risk factor analysis showed increased TRD in patients with Down's syndrome, high leucocyte count and older age in UKALL XI. In contrast, the introduction of blocks of intensification was not associated with an increased death rate. While improved supportive care has reduced the incidence of TRD, there is still scope for further reduction by prompt treatment of suspected infection. Maintenance of herd immunity remains of vital importance in avoiding deaths from measles.


",Final section; “Discussion”;;,"MRC UKALL VIII was associated with a significant number of fatal pneumonitis episodes (Darbyshire et al, 1985) and the introduction of routine prophylaxis with oral cotrimoxazole resulted in a reduction in Pneumocystis carinii pneumonitis, as in other trials. Measles in the immune‐suppressed child causes an interstitial pneumonitis for which there is no effective treatment (Gray et al, 1987; Kernahan et al, 1987) and the introduction of routine childhood measles, mumps and rubella (MMR) immunization in 1988 has fortunately resulted in the virtual abolition of this devastating complication. However, the recent drop in uptake of MMR vaccine (Wakefield et al, 1998; DeStafano et al, 2000) is of great concern, and immunization of siblings and social contacts remains extremely important if cases are to be avoided. There has also been a reduction in deaths owing to chickenpox and herpes simplex viruses with the standard management of passive immunization and acyclovir therapy.;;",credits;;,negative;;,no;;,
2001,10.12968/pnur.2001.12.2.4447,Other,"Is MMR vaccine safe?


","The evidence to support the continued use of MMR vaccine in its combined form is strong and compelling (Taylor et al, 1999; Patya et al, 2000). The case against is weak, based on small studies and inconclusive results (Wakefield et al, 1998; Montgomery et al, 1999). However, they form two sides of an ongoing argument as to whether MMR vaccine is linked to autism.",none,"The evidence to support the continued use of MMR vaccine in its combined form is 
strong and compelling (Taylor et al, 1999; Patya et al, 2000). The case against is weak, based on small studies and inconclusive results (Wakefield et al, 1998; Montgomery et al, 1999). However, they form two sides of an ongoing argument as to whether MMR vaccine is linked to autism. ;;",critiques;;,negative;;,no;;,This article is an Editorial;;
2001,10.1177/105984050101700105,Other,Immunization Controversy: Understandingand Addressing Public Misconceptions andConcerns,"School nurses often meet with parents who are reluctant to immunize their children.This reluctance is based on widely publicized stories about vaccine safety. Illnesses that are pre-ventable by vaccines have become almost nonexistent, and consequently, vaccine safety concernshave increased in prominence. Often a negative report about the risk of a particular vaccine isreleased by the media and on the Internet before scientific evidence has been obtained. To ade-quately respond to parental concerns, school nurses should be aware of the historical impact ofvaccine safety issues and the vaccine-related fears that are prevalent at the present time. Nursesalso need to be provided with scientifically accurate information so that risk-benefit concernsregarding vaccine safety can be effectively communicated to parents. In this way, school nursescan play an important role in ensuring that the student population and the community are pro-tected from vaccine-preventable diseases",middle section;“Vaccines Cause Autism”;;,"Therefore, a close temporal association could be expected. Wakefield, Murch, Anthony, and Linnell (1998) published the only evidence that suggests a causal association between vaccines and autism. These investigators proposed that the MMR vaccine was re- sponsible for bowel problems that could lead to au- tism. ;;",describes;;,neutral;;,no;;,
2001,10.1186/1471-2458-1-2,doi.org,A case-control study of autism and mumps-measles-rubella vaccination using the general practice research database: design and methodology,"Background
An association between mumps-measles-rubella (MMR) vaccination and the onset of symptoms typical of autism has recently been suggested. This has led to considerable concern about the safety of the vaccine.
Methods
A matched case-control study using data derived form the United Kingdom General Practice Research Database. Children with a possible diagnosis of autism will be identified from their electronic health records. All diagnoses will be validated by a detailed review of hospital letters and by using information derived from a parental questionnaire. Ten controls per case will be selected from the database. Conditional logistic regression will be used to assess the association between MMR vaccination and autism. In addition case series analyses will be undertaken to estimate the relative incidence of onset of autism in defined time intervals after vaccination. The study is funded by the United Kingdom Medical Research Council.
Discussion
Electronic health databases offer tremendous opportunities for evaluating the adverse effects of vaccines. However there is much scope for bias and confounding. The rigorous validation of all diagnoses and the collection of additional information by parental questionnaire in this study are essential to minimise the possibility of misleading results.",Background;;,"In 1998 a link was suggested between mumps-measles-rubella (MMR) vaccination and autism [7]. This was based on an uncontrolled case series of 12 children referred to a paediatric gastroenterology unit with a history of normal development followed by loss of acquired skills, including language, together with diarrhoea and abdominal pain.",describes;;,negative;;,no;;,
2001,10.12968/bjcn.2001.6.4.7093,Other,"MMR vaccination: the case for evidence-based practice


","The outgoing general secretary of the Royal College of Nursing (RCN), Christine Hancock, has criticized general practitioners (GPs) and nursing’s critics for not recognizing the recent progress made by nurses (Munro, 2001). The move from hospital-based ‘apprenticeship’ training to higher education ensures that nursing has advanced and is based on clinical evidence.


 ",none,"If this is so, however, it is depressing to read of pri- mary health-care professionals’ lack of knowledge of the contraindications to the measles, mumps and rubella combined vaccine (MMR) (Harris, 2001). This confirms findings from a study in North Wales of GPs’, health visitors’ and practice nurses’ (PNs’) attitudes to MMR vaccine (Petrovic et al, 2001) con- ducted shortly after the publication of Wakefield et al’s (1998) emotive article. The study showed that a significant minority of health professionals, especial- ly PNs, were ambivalent about the second dose MMR. ;;",obtains background from;;,neutral;;,no;;,This article is a commentary;;
2001,10.1097/00041444-200106000-00008,Other,No association between the 4G/5G polymorphism of the plasminogen activator inhibitor-1 gene promoter and autistic disorder,"Plasmin, a serine protease, is involved in many physiologically relevant processes, including haemostasis, cellular recruitment during immune response, tumour growth, and also neuronal migration and synaptic remodelling. Both tissue-type and urokinase-type plasminogen activators can be efficiently inhibited by plasminogen activator inhibitor-1 (PAI-1), a protease inhibitor of the serpin family. The human PAI-1 gene is located on chromosome 7q, within or close to a region that has been linked to autism in several linkage studies. Autism seems to be characterized by altered neuronal cytoarchitecture, synaptogenesis and possibly also cellular immune responses. We began addressing the potential involvement of the PAI-1 gene in autistic disorder with this linkage/association study, assessing transmission patterns of the 4G/5G polymorphism in the PAI-1 gene promoter that was previously shown to significantly affect PAI-1 plasma levels. No linkage/association was found in 167 trios with autistic probands, recruited in Italy and in the USA. We thus found no evidence that this polymorphism, or putative functionally relevant gene variants in linkage disequilibrium with it, confer vulnerability to autistic disorder.",none,"Furthermore, converging lines of evidence from neuropsychologi- cal ŽMinshew et al., 1997., brain imaging ŽPiven et al., 1996., and oculomotor studies ŽMinshew and Goldstein, 1998; Minshew et al., 1999., coupled with the high frequency of seizures and abnormal elec- troencephalogram ŽEEG. recordings, strongly point toward altered neuronal wiring at the neocortical level in autistic patients. Moreover, neuropsychiatric symptoms in autism are accompanied to a variable degree by altered cell-mediated immune responses Žvan Gent et al., 1997; Comi et al., 1999., possibly leading to a recently described form of inflammatory bowel disease ŽWakefield et al., 1998, 2000.. 
The plasminogen􏰈plasmin fibrinolytic system, be- sides dissolving blood clots and contributing to the pathogenesis of thrombotic disorders, also partici- pates in a variety of normal and pathological cellular processes, including embryonic development, cancer, and synaptic function Žfor a review, see Carmeliet and Collen, 1996.. ",cites for information;;,neutral;;,no;;,This article has no paragraphs in it.
2001,10.1034/j.1600-0447.2001.00086.x,doi.org,The genetics of autism,"Objective: To review systematically the empirical evidence for the involvement of genetic risk factors in infantile autism.
Method: We aimed at including all relevant papers written in English. We conducted a Medline search in September 2000. In addition we searched the reference lists of related papers.
Results: A relatively small number of reports including family and twin studies, comorbidity, cytogenetic and molecular genetic studies were reviewed.
Conclusion: As well family, twin, cytogenetic and molecular genetic studies supported the importance of genetic risk factors in infantile autism. In most individual cases probably at least a few gene variants simultaneously determine the genetic risk. Presently the most interesting chromosome regions concerning the aetiology of autism are chromosomes 7q31–35, 15q11–13 and 16p13.3 which have been suggested by different lines of genetic research.",introduction;;,"This is supported by the clinical findings of epilepsy occurring in about 20% of patients with infantile autism before 30 years of age (5), mental retardation occurring in about 75% of cases (6) and the co‐occurrence of autism and various neurological diseases. The specific aetiology in most cases is unknown and several aetiological factors have been proposed, e.g. genes, viruses (7, 8), measles‐containing vaccines (9) and obstetric complications (10).
The involvement of genetic factors in infantile autism based on family and twin studies is well established.
",cites for information;;,neutral;;,no;;,
2001,10.1111/j.1572-0241.2001.03943.x,doi.org,The Comorbid Occurrence of Other Diagnoses in Patients With Ulcerative Colitis and Crohn’s Disease ,"OBJECTIVES: The comorbidity between inflammatory bowel disease (IBD) and other diagnoses may help to shed light on the etiology and pathophysiology of IBD. The US Vital Statistics offer the opportunity to study causes of death broken down by comorbid disease associations. The aim of this study was to analyze the presence of comorbid condi- tions in persons who died from ulcerative colitis or Crohn’s disease. 
METHODS: The numbers of deaths from ulcerative colitis and Crohn’s disease were retrieved from the computerized 1991–1996 data files of the National Center for Health Statistics. Comorbid associations between other diagnosis and ulcerative colitis or Crohn’s disease were expressed as age-, gender-, and race-standardized proportional mortality ratios. 
RESULTS: Ulcerative colitis and Crohn’s disease showed, in general, similar patterns of comorbidity. Both diseases were associated with similar sets of GI complications, such as intestinal obstruction and stasis, mucosal inflammation and infection, vascular complications, and complications related to fistula and abscess formation. Extraintestinal complica- tions of both IBD involved disorders of the hepatobiliary system, urinary system, and various coagulopathies. Ulcer- ative colitis alone was found to be associated with Hirsch- sprung’s disease and schizophrenia, whereas Crohn’s dis- ease alone was found to be related with osteoporosis and amyloidosis. 
CONCLUSIONS: No completely unexplained or hitherto un- described association was revealed. The numerous intestinal and extraintestinal complications associated with IBD serve as a reminder of the systemic nature and the resultant clinical severity of both ulcerative colitis and Crohn’s disease. (Am J Gastroenterol 2001;96:2107–2112. © 2001 by Am. Coll. of Gastroenterology) ",Final section; “Discussion”;;,"Previous studies have also alluded to an increased risk of schizophrenia in IBD, possibly related to the consumption of corticosteroids and their action on the central nervous system (35–37). Wakefield et al. have re- cently reported a frequent association between autism and a form of idiopathic terminal ileitis (38, 39). Other possible explanations for these associations could be sought. 
",describes;;,neutral;;,no;;,
2001,10.1097/00001574-200107000-00009,Other,"Pediatric inflammatory bowel disease: clinical and therapeutic aspects 
","Epidemiologic data suggest that the incidences of pediatric ulcerative colitis and Crohn disease continue to evolve with geographic variations. One study suggests that children with autism have a unique inflammatory bowel disorder that is associated with gastrointestinal symptoms. The appropriate use of new diagnostic tests and novel treatments for inflammatory bowel disease (IBD) needs to be clarified 
in the pediatric population. Because of concerns regarding sensitivity and specificity, serologic markers measuring anti-Saccharomyces cerevisiae antibodies and perinuclear antineutrophil cytoplasmic antibodies cannot yet replace conventional diagnostic testing for screening or diagnosis of pediatric IBD. Large, prospective, pediatric population-based studies still need to be performed to ascertain their use as a noninvasive screening tool. Genetic studies using thiopurine methyl transferase and measurement of 6-mercaptopurine metabolites appear to be valuable for management of pediatric patients with IBD, in assisting clinicians in optimizing therapeutic response to 6-mercaptopurine, and in identifying individuals at increased risk for drug-induced toxicity. Newer immunomodulatory agents also are being explored in pediatric IBD. Open pilot trials of infliximab (Remicade; Centocor, Malvern, PA) for the treatment of children with Crohn disease that does not respond to conventional management have demonstrated short-term efficacy and safety. Trials of tacrolimus for treatment of fulminant colitis in children have been disappointing. ","middle section;“Autism, pervasive developmental disorders, and autistic enterocolitis”;;","Gastrointestinal symp- toms, such as diarrhea, constipation, and abdominal dis- tension appear to be common in autistic children. Re- 
cently, Wakefield et al. [4] proposed a possible association of autism and IBD, based on an uncontrolled study of 12 autistic children. They reported prominent ileal lymphoid hyperplasia and ileocolitis in this initial study. 
",discusses;;,negative;;,no;;,
2001,10.1093/pch/6.6.387,doi.org,"Measles-mumps-rubella vaccine and autistic spectrum disorder: A hypothesis only 

",None,none,"In 1998, Andrew Wakefield and colleagues (1) published a report in which the administration of measles-mumps-rubella (MMR) vaccine to young children was hypothesized to precipitate chronic inflammatory bowel disease that could lead to autism. The proposed mechanism through which this disease process was thought to occur is as follows: MMR vaccine may produce ileal-lymphoid-nodular hyperplasia, a nonspecific colitis; and the colitis may induce either malabsorption of vitamins or micronutrients, or an increase in intestinal permeability to protein, eventually giving rise to the formation of autoantibodies that are deleterious to brain tissue or other organs;;
Three other children without autism, but with behavioural difficulties, were also included. Since the Wakefield et al report (1) was published, it has resulted in significant controversy in the medical community, the lay press, the general public and the United States Congress.
The association among MMR immunization, inflammatory bowel disease and autism described by Wakefield and colleagues (1) could be coincidental, causal or an interaction related to another unknown event.;; 
Since the Wakefield et al report (1) was published, it has resulted in significant controversy in the medical community, the lay press, the general public and the United States Congress.
The association among MMR immunization, inflammatory bowel disease and autism described by Wakefield and colleagues (1) could be coincidental, causal or an interaction related to another unknown event. To determine whether a relationship is likely to be causal, the following criteria are generally assessed: the strength of the association; consistency in studies conducted in different populations and by different investigators; specificity; whether events are temporarily clustered in time after an exposure; biological gradient; plausibility (although its absence does not rule out a causal association); coherence; supportive experimental evidence; and, finally, analogies with other illnesses (2).;;
To determine whether a relationship is likely to be causal, the following criteria are generally assessed: the strength of the association; consistency in studies conducted in different populations and by different investigators; specificity; whether events are temporarily clustered in time after an exposure; biological gradient; plausibility (although its absence does not rule out a causal association); coherence; supportive experimental evidence; and, finally, analogies with other illnesses (2).
Causality could not be shown in the Wakefield et al report (1) because of the small numbers of children studied, selection bias from a highly specialized gastroenterology clinic, recall bias of the timing of symptom onset by parents and the lack of a control group. A subsequent report by Wakefield and colleagues (2), involving additional numbers of affected children along with a control group, also had a number of methodological flaws that precluded its ability to support a causal association (3).;;
A subsequent report by Wakefield and colleagues (2), involving additional numbers of affected children along with a control group, also had a number of methodological flaws that precluded its ability to support a causal association (3).
Since the initial report by Wakefield et al (1) was released, a number of studies that addressed whether the hypothesized association between MMR and autism has scientific merit have been published.
The National Board of Health and National Public Health Institute of Finland (4) reviewed 14 years of data collected on adverse events related to MMR vaccination of 1.8 million children (involving approximately three million vaccine doses) and did not find a single case similar to those described by Wakefield and colleagues (1).;;
Since the initial report by Wakefield et al (1) was released, a number of studies that addressed whether the hypothesized association between MMR and autism has scientific merit have been published.
The National Board of Health and National Public Health Institute of Finland (4) reviewed 14 years of data collected on adverse events related to MMR vaccination of 1.8 million children (involving approximately three million vaccine doses) and did not find a single case similar to those described by Wakefield and colleagues (1). 
Taylor et al (5) reviewed 498 cases of autism among children born since 1979 and did not find an epidemiological link with MMR vaccine administration. 
","discusses;;
credits;;
qualifies;;
disputes;;
credits;;
discusses;;","neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
negative;;",no;;,
2001,10.1093/pch/6.6.393,doi.org,,,,,,,,This article is a duplicate of “10.1093/pch/6.6.387”. But it is written in another language.
2001,10.12968/pnur.2001.12.8.4390,Other,Vigilance for measles in primary care ,Dr Jean Watkins argues that health professionals need to be ready to diagnose and treat measles because controversy over the MMR vaccine has discouraged some parents from having their children immunized.,middle section;“MMR vaccine”;;,"Recent alarms about an association between inflammatory bowel disease and the combined MMR vaccine and the consequent development of autism have led some parents to choose sin- gle-antigen vaccines for their children. However, after careful review of the article in which Wakefield and Montgomery raised con- cerns about this issue (Wakefield et al, 1998), both the Joint Committee on Vaccination and Immunisation and the Committee on Safety of Medicines have ‘unequivocally rejected the alle- gations made in the article and the calls for the provision of single antigen vaccines’ (Public Health Laboratory Service, 2001; Medicines Control Agency, 2001). 
Adverse reactions to the MMR vaccine occur more commonly after the first injection. ",discusses;;,negative;;,no;;,
2001,10.1097/00008480-200108000-00016,doi.org,"Neonatal jaundice, animal-induced injuries, and immunizations","The authors describe recent developments in three areas of pediatrics commonly encountered by the office practitioner. First, clinical assessment of jaundice remains critically important as “early discharge” of newborns continues. Practitioners constantly balance clinical realities with an evidence-based approach in the management and follow-up of neonatal hyperbilirubinemia. Second, given the frequent exposure of children to animals, a thorough understanding of animal bites, pet-borne infections, and rabies prophylaxis is essential for every pediatrician. Finally, immunization status remains one of our leading health indicators. Recent changes in the routine immunization schedule and a renewed emphasis on vaccine safety provide insight into the future direction of vaccinology. 
",middle section;“Immunizations”;;,"Two recent examples highlight the issues surrounding vaccine safety. In 1998, Wakefield et al. [28] postulated an association between the MMR vaccine and the de- velopment of autism based on a series of only 12 chil- dren. Subsequently, extensive media coverage increased public concern and led to a decline in the level of MMR coverage in parts of the United Kingdom [29]. ",describes;;,neutral;;,no;;,
2001,10.1097/00006454-200109000-00013,doi.org,BACTERICIDAL/PERMEABILITY-INCREASING PROTEIN: CLINICAL DEVELOPMENT AND POTENTIAL PEDIATRIC APPLICATIONS,"Bactericidal/permeability-in- creasing protein (BPI) is a 453- amino acid, membrane-associated protein normally present in the azurophilic granules of polymor- phonuclear leukocytes. BPI is re- leased into the phagosome, as well as into the systemic circulation, during neutrophil activation. BPI has a novel boomerang shape, in which both halves of the molecule (N and C termini) are structurally very similar yet functionally dis- tinct.1 The gene for BPI has been cloned, and genetically engineered fragments of the native molecule have been generated. To date, clin- ical trials have used one of these fragments, namely rBPI21, a modi- fied 193-amino acid fragment of the native protein. ",middle section;“VACCINES AND AUTISM  ”;;,"It is in these cases of regressive autism that, at least theoretically, a biologically plausible link with immunization could be made. 
The hypothesis that the MMR vaccine may cause autism received considerable attention with the pub- lication of a report by Wakefield et al.2 describing 12 patients with in- flammatory bowel conditions and regressive developmental disorders, primarily autism. The authors hy- pothesized that the MMR vaccine could have been responsible for the bowel dysfunction, which resulted in the malabsorption of essential nutri- ents that subsequently led to the neu- rodevelopmental disorders. ",describes;;,neutral;;,no;;,
2001,10.1056/nejmra011223,doi.org,"Vaccines and Vaccination
",None,middle section;“SAFETY OF VACCINES”;;,"Overall, there is no firm scientific or clinical evi- dence that the administration of any vaccine causes a specific allergy, asthma, autism, multiple sclerosis, or the sudden infant death syndrome. A widely cited report claimed an association between vaccination 
against measles (usually with measles, mumps, and ru- bella vaccine) and the subsequent occurrence of in- flammatory bowel disease or autism.12 At least 10 studies13,14 found no evidence to substantiate such an association. ;;",disputes;;,negative;;,no;;,
2001,10.1201/b14018-28,Other,"Inflammatory Bowel Disease 
",None,middle section;“2.6 Infectious Agents ”;;,"However, other investigators, using PCR, immunohistochemical techniques, or serological studies, have not confirmed the findings in favor of the measles infection theory (17,30,31). 
More recently, Wakefield et al. also implicated a relationship between the measles-mumps-rubella (MMR) vaccine, bowel inflammation, and autism (32). In a group of 12 children, an association was found between pervasive develop- mental disorders and ileal-lymphoid-nodular hyperplasia and/or a mild, nonspe- cific colitis. ;;",describes;;,neutral;;,no;;,
2001,10.1097/00006454-200111001-00007,doi.org,"Safety of combination vaccines: perception versus reality
","Background. Combination vaccines contain multiple antigens to protect against several dis- eases simultaneously and have simplified the delivery of childhood immunizations. Children are healthier today because of the use of combi- nation vaccines, and the United States is benefit- ing from record low numbers of vaccine-prevent- able diseases. Despite obvious benefits, concerns and misconceptions exist regarding the safety and efficacy of combination vaccines. 
Methods. A review of the pediatric literature to dispel the common misperceptions and potential barriers to combining vaccines. 
Results. Assurance that combination vaccines approved by the United States Food and Drug Administration undergo extensive testing will help to alleviate concerns regarding safety and efficacy of combination vaccines. Food and Drug Administration standards are rigorous and re- quire that combination vaccines be as safe and effective as each component of the vaccine ad- ministered separately. Combination vaccines have been available for >50 years, and lessons learned during this time are continuously ap- plied to the development and use of new prod- ucts. 
Conclusions. Children will benefit from new combination vaccines because fewer injections will be required to protect against vaccine- preventable diseases, allowing for the introduc- tion of new vaccines into the immunization schedule and prevention of additional diseases. ",middle section;“MMR VACCINE ”;;,"Another concern publicized recently about combina- tion vaccines is the hypothesis that the measles, mumps and rubella vaccines, administered together as MMR, could be associated with an increased risk of developing autism or inflammatory bowel disease.31, 32 Intensive reviews of this hypothesis by the American Academy of Pediatrics and the Institute of Medicine have revealed that the available scientific evidence does not support this hypothesis.33, 34;; 
",disputes;;,neutral;;,no;;,
2001,10.1038/35103559,doi.org,Genetics of austim: complex aetiology for a heterogeneous disorder,"Since autism was first recognized as a disorder in 1943, speculation about its aetiology has ranged from biological to psychological and back again. After twin studies during the 1970s and 1980s yielded unequivocal evidence for a genetic component, aetiological research in autism began to focus primarily on uncovering the genetic mechanisms involved. The identification of chromosomal abnormalities and Mendelian syndromes among individuals with autism, in conjunction with data from genome screens and candidate-gene studies, has helped to refine the view of the complex genetics that underlies autism spectrum conditions.",middle section;“Main”;;,"A rapidly increasing body of data, collected in response to this very serious concern, does not support a causal association, but publicity surrounding the issue has led some families to refuse vaccination for their children. The possible association was initially proposed by Anthony Wakefield et al.76, who reported 12 children with apparent 'regressive developmental disorder' and gastrointestinal symptoms. The parents associated the onset of behavioural symptoms with the MMR vaccine in 8 out of the 12 children.",credits;;,neutral;;,no;;,
2001,10.1097/00008480-200112000-00020,doi.org,"Office laboratory procedures, office economics, parenting and parent education, and urinary tract infection","We once again review four areas of interest to office-based pediatricians: office laboratory procedures, office economics, parenting and patient education, and urinary tract infections. Sean Elliott reviews the current status of the Clinical Laboratories Improvement Amendments (CLIA) and their continuing impact on physician office laboratories. Eve Shapiro reviews office economics, this year focusing on managed care, the physician workforce, practice management, and health care financing for the uninsured. Anna Binkiewicz provides an update on parenting and parent education, with recent reports on nutrition and childhood immunizations. Richard Wahl again reviews recent research on urinary tract infection, discussing voiding physiology, dysfunctional voiding patterns, acute urinary retention, urine collection techniques, diagnosis in young infants, and antibiotic prophylaxis.

",middle section;“Parenting and patient education”;;,"Finally, one cannot speak on vaccine-associated problems without touching on the MMR-autism controversy. Briefly, after a case-series report by Dr. Wakefield in England [44], the suspicion was raised that autism may be associated with or caused by an intestinal inflammatory condition which was thought to have an association with MMR vaccine. Concern was exacerbated by a seemingly dramatic increase in reported cases of autism, notably from California.",credits;;,neutral;;,no;;,
2002,10.1002/mrdd.10029,doi.org,The epidemiology of autistic spectrum disorders: is the prevalence rising?,"For decades after Kanner's original paper on the subject was published in 1943, autism was generally considered to be a rare condition with a prevalence of around 2–4 per 10,000 children. Then, studies carried out in the late 1990s and the present century reported annual rises in incidence of autism in pre‐school children, based on age of diagnosis, and increases in the age‐specific prevalence rates in children. Prevalence rates of up to 60 per 10,000 for autism and even more for the whole autistic spectrum were reported. Reasons for these increases are discussed. They include changes in diagnostic criteria, development of the concept of the wide autistic spectrum, different methods used in studies, growing awareness and knowledge among parents and professional workers and the development of specialist services, as well as the possibility of a true increase in numbers. Various environmental causes for a genuine rise in incidence have been suggested, including the triple vaccine for measles, mumps and rubella (MMR]. Not one of the possible environmental causes, including MMR, has been confirmed by independent scientific investigation, whereas there is strong evidence that complex genetic factors play a major role in etiology. The evidence suggests that the majority, if not all, of the reported rise in incidence and prevalence is due to changes in diagnostic criteria and increasing awareness and recognition of autistic spectrum disorders. Whether there is also a genuine rise in incidence remains an open question. MRDD Research Reviews 2002;8:151–161. © 2002 Wiley‐Liss, Inc.",middle section;“Possible Causes and Relation to Age of Onset ”;;,"Many suggestions have been made concerning possible causes, including constituents of the diet, environmental pollutants, anti- biotics, allergies, vaccines, and traces of neurotoxins such as mercury present in preservatives used for some vaccines (though not in the MMR vaccine now used in the UK), but none has as yet been scientifically validated. The current pub- lic concern that the combined measles, mumps and rubella (MMR) vaccine is responsible for the observed increase in autistic conditions arises from the work of one particular group of researchers [Wakefield et al., 1998; Wakefield and Montgomery, 2000]. These workers ex- amined children with autistic spectrum disorders referred to a pediatric gastroen- terologist because of gastrointestinal symptoms such as chronic constipation. 
",credits;;,negative;;,no;;,
2002,10.1002/pst.2,doi.org,Changing times in pharmaceutical statistics: 1980–2000z,"Pharmaceutical statistics has changed significantly in the last twenty years. This paper reviews some of the changes in that time, from a past dominated by the P-value to the present day. Although the last twenty years have seen significant improvements, statistical shortcomings are not a rarity, and the impact of the public perception of statistics, medicine and the pharmaceutical industry on pharmaceutical statistics is assessed. Copyright # 2002 John Wiley & Sons Ltd. 
",middle section;“STATISTICAL SHORTCOMINGS”;;,"There are less ex- treme cases: patients’ high demand to be pre- scribed antibiotics for coughs and colds; doctors’ over-zealous prescribing of antibiotics and the pharmaceutical companies at the end of the line churning out the antibiotics and promoting them. There are further examples, such as allegations [26] and counter-allegations [27] over an alleged link between the MMR vaccine and autism. I warn you that this is all bad news for us, the pharmaceutical industry, and each of us who work in it. 
",cites as evidence;;,negative;;,no;;,
2002,10.12968/pnur.2002.13.2.10100,Other,"Mumps: The risks of non-prevention 
","Dr Jean Watkins explains how to recognize mumps, an illness whose suffering and potentially serious complications can be prevented by vaccinating children with the combined measles, mumps and rubella vaccine.",middle section;“Prevention”;;,"Publicity about the vaccine’s possible adverse effects have encour- aged some parents to fail to have their children immunized with the MMR vaccine or to request separate injections of its constituents. A small group of researchers at the Royal Free Inflammatory Bowel Disease Study group sug- gested that there might be a link between the vaccine and inflammatory bowel disease and autism (Wakefield et al, 1998). However, subse- quent research has refuted these claims (Elliman and Bedford, 2001) . 
",credits;;,negative;;,no;;,
2002,10.1111/1469-7610.00022,doi.org,Practitioner Review: Diagnosis of autism spectrum disorder in 2‐ and 3‐year‐old children,"Background: Progress has recently been made in the earlier identification of children with autism spectrum disorder (ASD). Whilst being welcome, this progress to earlier referral and diagnosis presents new challenges to clinical practice, including the accuracy and stability of early diagnosis, the utility of standardised assessment instruments with young pre‐schoolers and the ability to indicate prognosis. Method: A selective review of recent research literature on the characteristic features of ASD in pre‐school children. Results: Multidisciplinary diagnostic assessment should include detailed information on developmental history, parents' descriptions of the everyday behaviour and activities of the child, direct assessment of the child's social interaction style, including where possible with age peers, and formal assessment of communicative, intellectual and adaptive function. Clinical assessments need to concentrate on the identification of impairments in early non‐verbal social communication behaviours that characterise children with ASD from the second year of life, including social orienting, joint attention, imitation, play and reciprocal affective behaviour. The particular pattern of symptoms that presents in a 2‐year‐old with ASD may differ from that seen at the more prototypic age of 4 or 5 years. In particular, overt repetitive and stereotyped behaviours may be less notable, although where these are seen alongside the social and communicative impairments they are highly indicative of ASD. The use of standardised assessment instruments and the strict application of the DSM and ICD diagnostic criteria need to be employed with caution, as an expert clinical view has been shown to be more accurate. An important aspect of early diagnostic consultation is an open and straightforward approach to the negotiation of the diagnostic view with parents over time. Conclusions: Earlier diagnosis and rising recognition of ASD have significant implications for primary healthcare and specialist diagnostic and therapeutic services.

",middle section;“(ii) What information is needed to make a diagnosis of an ASD in pre‐schoolers?”;;,"Recently there has been much concern that regressive autism is increasing and is associated with bowel symptoms (143). The MMR (measles, mumps and rubella) vaccination has been implicated (142), although no evidence demonstrates a causal association (47; 64; 132). There is little evidence that the proportion of cases in which regression is reported to occur has increased.",disputes;;,negative;;,no;;,
2002,10.12968/bjom.2002.10.3.10198,Other,"Measles, mumps and rubella (MMR) vaccine","In the UK, although few immunisations are given to neonates, midwives are asked by some pregnant women and new mothers for their advice about childhood immunisations (Health Promotion England, 2001). Over the last 3–4 years there has been a lot of publicity around the combined measles, mumps and rubella (MMR) vaccine, much of it adverse and misleading, and so it is likely that mothers will seek views on this vaccine, in particular, from their midwife.","middle section;“Safety of the combined 
vaccine ”;;","Subsequent research, including that by the same group, has not supported this (Feeney et al, 1997; Morris et al, 2000). In 1998 IBDSG published a paper in the Lancet describing twelve chil- dren with autism and bowel symptoms (Wakefield et al, 1998). They felt that the bowel problems might lead on to autism.",describes;;,neutral;;,no;;,
