0,1,2,3,4,5,6,7,8,9,10,11
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,ROCZNIKI PSYCHOLOGICZNE / ANNALS OF PSYCHOLOGY,Bogdan Zawadzki ;; Jan Strelau,,,2014.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1017/CBO9780511489891.007,Stress perspectives on acculturation.,John W. Berry,,Cambridge University Press,2006.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1002/PER.2410050203,Personality as a risk factor in coronary heart disease,Hans J. Eysenck,European Journal of Personality,"John Wiley & Sons, Ltd.",1991.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.2466/PR0.1995.76.1.3,The Type 2 Construct and its Relation to Coronary Heart Disease,Geir Arild Espnes,Psychological Reports,SAGE Publications,1995.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1093/JNCI/91.18.1586A,Re: Depression as a Risk Factor for Cancer: Renewing a Debate on the Psychobiology of Disease,Rainer Frentzel-Beyme,Journal of the National Cancer Institute,Oxford University Press,1999.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.2753/RPO1061-0405480501,"Personality, intelligence, and somatic and mental health disturbances in a time of societal change : A study of Russian adults",Elena L. Grigorenko ;; Britt af Klinteberg,Journal of Russian and East European Psychology,Routledge,2010.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1177/097133369200400202,Immigran t Men tal an d Ph ysical Health,Paul G. Schmitz,Psychology & Developing Societies,"Sage PublicationsSage CA: Thousand Oaks, CA",1992.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,"Estudio cualitativo del perfil del cuidador primario, sus estilos de afrontamiento y el vínculo afectivo con el enfermo oncológico infantil",García Romero ;; Bernardo Celso,TDX (Tesis Doctorals en Xarxa),Universitat Ramon Llull,2011.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1002/JTS.21901,"Posttraumatic Stress Symptoms in Breast Cancer Patients: Temporal Evolution, Predictors, and Mediation",Sandra Pérez ;; María José Galdón ;; Yolanda Andreu ;; Elena Ibáñez ;; Estrella Durá ;; Andrea Conchado ;; Etzel Cardeña,Journal of Traumatic Stress,John Wiley and Sons Inc.,2014.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1078/1438-4639-00077,The interaction between risk factors and self-regulation in the development of chronic diseases.,Rainer Frentzel-Beyme ;; Ronald Grossarth-Maticek,International Journal of Hygiene and Environmental Health,Int J Hyg Environ Health,2001.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1111/J.1749-6632.1994.TB39661.X,"Stress, distress, and immunity.",Holger Ursin,Annals of the New York Academy of Sciences,Ann N Y Acad Sci,1994.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.2466/PR0.1992.71.3F.1251,Psychometric properties of modified Grossarth-Maticek and Eysenck inventories,Manfred Amelang ;; Claudia Schmidt-Rathjens,Psychological Reports,SAGE Publications,1992.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,expresión y supresión emocional en pacientes oncológicos Emotional regulation and health: individual differences in emotional expression and emotional suppression in cancer patients Regulação emocional e câncer: a utilização diferencial de expressão emocional e supressão em pacientes com câncer,María Laura Porro ;; María Laura Andrés,,,2012.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1121/1.1385178,General scales of community reaction to noise (dissatisfaction and perceived affectedness) are more reliable than scales of annoyance.,R. F. S. Job ;; J. Hatfield ;; N. L. Carter ;; P. Peploe ;; R. Taylor ;; S. Morrell,Journal of the Acoustical Society of America,Acoustical Society of America,2001.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/S0191-8869(95)00123-9,"Self-regulation and mortality from cancer, coronary heart disease, and other causes: A prospective study",R. Grossarth-Maticek ;; H.J. Eysenck,Personality and Individual Differences,Pergamon,1995.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,EFECTOS DE UN PROGRAMA CONDUCTUAL PARA EL CUIDADO DE PACIENTES ONCOLÓGICOS PEDIÁTRICOS * EFFECTS OF A BEHAVIORAL INTERVENTION TO IMPROVE THE CARE OF CHILDREN WITH CANCER,Ivette Valencia Ortíz ;; Flores León ;; Juan José Sánchez,,,2006.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/S0191-8869(98)00116-0,"The Short Interpersonal Reactions Inventory, Self-regulation and differentiation scales in an older Australian twin sample",Katherine M. Kirk ;; Nicholas G. Martin,Personality and Individual Differences,Pergamon,1998.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1007/978-1-4614-9605-2_3,Psychology and Cancer,Marisa Cordella ;; Aldo Poiani,,"Springer, New York, NY",2014.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1163/156853905774539445,Natural selection and animal personality,Niels J. Dingemanse ;; Denis Réale,Behaviour,Brill,2005.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,NOTES AND SHORTER COMMUNICATIONS The assignment of subjects to disease prone personality types: a comment on Schmitz (1992),Adelita V. Ranchor ;; Robbert Sanderman ;; Jelte Bouma,Personality and Individual Differences,PERGAMON-ELSEVIER SCIENCE LTD,1993.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/0191-8869(92)90239-L,"Personality, stress-reactions and disease",Paul G. Schmitz,Personality and Individual Differences,Pergamon,1992.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1207/S15327965PLI0203_21,Reply to Criticisms of the Grossarth-Maticek Studies,Hans J. Eysenck,Psychological Inquiry,"Lawrence Erlbaum Associates, Inc.",1991.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,ARE MACEDONIAN CHRONIC PATIENTS ALEXITHYMIC,Nada Pop-Jordanova ;; Momir Polenakovic ;; Jordan Pop-Jordanov ;; Hristinka Shaltanovska ;; Lada Trajceska,Prilozi (Makedonska akademija na naukite i umetnostite. Oddelenie za medicinski nauki),Pril (Makedon Akad Nauk Umet Odd Med Nauki),2013.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1207/S15327965PLI0203_2,Tales From Crvenka and Heidelberg: What About the Empirical Basis?,Manfred Amelang,Psychological Inquiry,"Lawrence Erlbaum Associates, Inc.",1991.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1026//0033-3042.54.1.12,"Persönlichkeit, Krebs und koronare Herzerkrankungen:",Manfred Amelang ;; Claudia Schmidt-Rathjens,Psychologische Rundschau,Hogrefe-Verlag Göttingen,2003.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.15064/JJPM.39.5_335,Short Interpersonal Reactions Inventory日本語短縮版作成の試み : タイプCパーソナリティ測定を中心として,熊野 宏昭 ;; 織井 優貴子 ;; 鈴鴨 よしみ ;; 山内 祐一 ;; 宗像 正徳 ;; 吉永 馨 ;; 瀬戸 正弘 ;; 坂野 雄二 ;; 上里 一郎 ;; 久保木 富房,心身医学,一般社団法人 日本心身医学会,1999.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.2466/PR0.1995.77.1.131,"Association of scores for Type A behavior with age, sex, occupation, education, life needs satisfaction, smoking, and religion in 1084 employees.",Katija Catipovic-Veselica ;; Dinko Buric ;; Vesna Ilakovac ;; Vjekoslav Amidzic ;; Damer Kozmar ;; Josip Durjancek ;; Sanda Skrinjaric ;; Branimir Catipovic,Psychological Reports,Ammons Scientific,1995.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1207/S15327965PLI0203_8,Personality and Disease: A Call for Replication,P.N. Lee,Psychological Inquiry,"Lawrence Erlbaum Associates, Inc.",1991.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,"Running title: Hostility, depression and mortality.",Cédric Lemogne ;; Hermann Nabi ;; Marie Zins ;; Sylvaine Cordier ;; Marcel Goldberg ;; Silla M. Consoli,,,2010.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1037/0022-3514.86.6.796,The Social Cognition of Immigrants' Acculturation: Effects of the Need for Closure and the Reference Group at Entry.,Ankica Kosic ;; Arie W. Kruglanski ;; Antonio Pierro ;; Lucia Mannetti,Journal of Personality and Social Psychology,American Psychological Association,2004.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,Mindfulness and Basic Psychological Needs among Patients with Coronary Heart Disease,Yadollah Ghasemipour ;; Nima Ghorbani,Iranian Journal of Psychiatry and Clinical Psychology,Iranian Journal of Psychiatry and Clinical Psychology,2010.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/0191-8869(96)00087-6,"Associations between stress, personality and smoking",Torbjørn Rundmo ;; Geir Smedslund ;; K.Gunnar Götestam,Personality and Individual Differences,Pergamon,1996.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/0191-8869(94)00158-O,A psychometric evaluation of the Short Interpersonal Reactions Inventory (SIRI) in an Australian twin sample,Leonard J. Roberts ;; David L. Duffy ;; Nicholas G. Martin,Personality and Individual Differences,Pergamon,1995.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/S0167-8760(02)00120-4,Effects of effort and distress coping processes on psychophysiological and psychological stress responses,Shin Ichi Suzuki ;; Hiroaki Kumano ;; Yuji Sakano,International Journal of Psychophysiology,Elsevier,2003.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/J.PAID.2019.109797,Validity of the Grossarth-Maticek and Eysenck personality-stress model of disease: An empirical prospective cohort study,John B. Whitfield ;; J. George Landers ;; Nicholas G. Martin ;; Gregory J. Boyle,Personality and Individual Differences,Pergamon,2020.0,mag,1
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1097/00006842-199805000-00027,Relation between the longitudinal development of personality characteristics and biological and lifestyle risk factors for coronary heart disease.,J.W.R. Twisk ;; J. Snel ;; H.C.G. Kemper ;; W. van Mechelen,Psychosomatic Medicine,Lippincott Williams and Wilkins,1998.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/J.PAID.2005.02.030,The Self-Regulation Inventory (SRI): Psychometric properties of a health related coping measure,Marı́a J. Marqués ;; Manuel I. Ibáñez ;; Marı́a A. Ruipérez ;; Jorge Moya ;; Generós Ortet,Personality and Individual Differences,Elsevier,2005.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.5944/RPPC.VOL.12.NUM.2.2007.4039,"Fiabilidad, validez factorial y datos normativos de la versión española del inventario abreviado de reacciones interpersonales (SIRI) de Grossarth-Maticek y Eysenck",Alfonso Martínez-Correa ;; Gustavo A. Reyes del Paso,Revista de Psicopatología y Psicología Clínica,Asociación Española de Psicología Clínica y Psicopatología,2007.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1207/S15327965PLI0203_4,"Personality, Stress, Disease, and Bias in Epidemiologic Research",Leonard R. Derogatis,Psychological Inquiry,"Lawrence Erlbaum Associates, Inc.",1991.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1046/J.1440-1819.2003.01119.X,Differences in emotional distress between breast tumor patients with emotional inhibition and those with emotional expression,Yumi Iwamitsu ;; Kazutaka Shimoda ;; Hajime Abe ;; Toru Tani ;; Masashi Kodama ;; Masako Okawa,Psychiatry and Clinical Neurosciences,Blackwell Science Pty,2003.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1007/BF02691067,"Personality, stress, smoking, and genetic predisposition as synergistic risk factors for cancer and coronary heart disease.",H. J. Eysenck ;; R. Grossarth-Maticek ;; B. Everitt,Integrative Physiological and Behavioral Science,Springer-Verlag,1991.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1080/0036554021000028066,"Personality traits in head and neck squamous cell carcinoma patients in relation to the disease state, disease extent and prognosis.",Hans Jørgen Aarstad ;; John-Helge Heimdal ;; Anne Kari H. Aarstad ;; Jan Olofsson,Acta Oto-laryngologica,Taylor & Francis,2002.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,"Qué hacer cuando el diagnóstico es cáncer: un manual de enfoque holístico que integra sabidurías nuevas y centenarias, orientales y occidentales, para ofrecer consejos prácticos, apoyo y esperanza a cuantos pasan por este trance",David Simon,,"Ediciones Urano, S.A.",2002.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.11331/JJBM.7.104,日本語版Short Interpersonal Reactions Inventoryの心理測定的信頼性と妥当性,永野 純 ;; 須藤 信行 ;; 久保 千春 ;; 古野 純典,エム・オー・エー健康科学センター研究報告集,日本行動医学会,2001.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,Adaptación al castellano de la escala Courtauld de control emocional en pacientes con cáncer,María Teresa Anarte Ortiz ;; Rosa Esteve Zarazaga ;; Carmen Ramírez Maestre ;; Alicia Eva López Martínez,Psicothema,Colegio Oficial de Psicólogos del Principado de Asturias,2001.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,Mecanismos de relación entre la personalidad y los procesos de salud-enfermedad Mechanisms of Relationship between Personality and Health-Disease Processes,Mercedes Jiménez Benítez,,,2015.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/S1138-6045(08)71835-5,Conceptos de estrés relacionados con fisioterapia,B. Corral de Eusebio,Revista Iberoamericana de Fisioterapia y Kinesiología,Elsevier,2008.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1002/(SICI)1099-0984(199712)11:5<359::AID-PER307>3.0.CO;2-0,The predictor status of personality variables: Etiological significance and their role in the course of disease,Robbert Sanderman ;; Adelita V. Ranchor,European Journal of Personality,WILEY,1997.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1177/1359105304045339,Personality and Disease: Correlations of Multiple Trait Scores with Various Illnesses,S. Yousfi ;; G. Matthews ;; M. Amelang ;; C. Schmidt-Rathjens,Journal of Health Psychology,SAGE Publications,2004.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/S0191-8869(99)00128-2,"Personality, stress and mental health: evidence of relationships in a sample of Iranian managers",Nima Ghorbani ;; P.J. Watson ;; Ronald J. Morris,Personality and Individual Differences,Pergamon,2000.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/J.PAID.2005.01.007,The relationships between personality and well-being during societal change,Peter T. van den Berg ;; Horia Pitariu,Personality and Individual Differences,Pergamon,2005.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1186/S40405-017-0023-6,Development and validation of the Pachinko/Pachi-Slot Playing Ambivalence Scale.,Yasunobu Komoto ;; Akiyo Shoun ;; Kumiko Akiyama ;; Akira Sakamoto ;; Taku Sato ;; Naoyuki Nishimura ;; Kikunori Shinohara ;; Hitoshi Ishida ;; Nobuo Makino,Asian Journal of Gambling Issues and Public Health,Springer Berlin Heidelberg,2017.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,Validity and reliability of the Stress Inventory : self-administered questionnaire to assess disease-prone personalities,純 永野 ;; Jun Nagano ;; 信行 須藤 ;; Nobuyuki Sudo ;; 千景 開原 ;; Chikage Kaihara ;; 翠 志村 ;; Midori Shimura ;; 千春 久保 ;; Chiharu Kubo,健康支援,,2001.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.18906/JJSCN.2006-20-1-19,大腸がん患者の免疫能とQOLに対する「Writing」を用いた看護介入の効果,織井 優貴子,日本がん看護学会誌,一般社団法人 日本がん看護学会,2006.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1207/S15327965PLI0203_18,"Personality, Stress, and Disease: An Opportunity to Use Good Science",Georgia Wills,Psychological Inquiry,"Lawrence Erlbaum Associates, Inc.",1991.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1007/S00520-015-2960-X,Acute stress trajectories 1 year after a breast cancer diagnosis.,Sandra Pérez ;; Andrea Conchado ;; Yolanda Andreu ;; María José Galdón ;; Etzel Cardeña ;; Elena Ibáñez ;; Estrella Durá,Supportive Care in Cancer,Springer,2016.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/J.PAID.2011.09.015,Personality traits associated with problematic and non-problematic massively multiplayer online role playing game use,Emily Collins ;; Jonathan Freeman ;; Tomas Chamarro-Premuzic,Personality and Individual Differences,Pergamon,2012.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/S0191-8869(96)00250-4,Assessing emotional expression: Spanish adaptation of the Rationality/Emotional Defensiveness Scale☆,Rocio Fernandez-Ballesteros ;; Maria Dolores Zamarrón ;; Maria Angeles Ruiz ;; Julia Sebastian ;; Charles D. Spielberger,Personality and Individual Differences,Pergamon,1997.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,On the (in)validity of the General Factor of Personality (GFP),Bogdan Zawadzki ;; Jan Strelau,Roczniki Psychologiczne/Annals of Psychology,,2017.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.2466/PR0.1993.72.2.499,Prediction of cancer and coronary heart disease mortality by means of a personality inventory: results of a 15-year follow-up study.,H. J. Eysenck,Psychological Reports,SAGE Publications,1993.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1080/00207594.2013.763948,Mindfulness and integrative self-knowledge: Relationships with health-related variables,Yadollah Ghasemipour ;; Julie Ann Robinson ;; Nima Ghorbani,International Journal of Psychology,Routledge,2013.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1176/APPI.PSY.45.2.100,"Psychosocial Stress, Personality, and the Severity of Chronic Hepatitis C",Jun Nagano ;; Shoji Nagase ;; Nobuyuki Sudo ;; Chiharu Kubo,Psychosomatics,Elsevier,2004.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,TYPE A BEHAVIOUR WITH ERCTA SCALE IN NORMAL SUBJECTS AND CORONARY PATIENTS,María del Rosario Martínez Arias ;; Carlos Rodríguez Sutil ;; Estrella Pulido Requero ;; Pedro M. Gil Corbacho ;; M. González Alvarez,Psychology in Spain,Colegio Oficial de Psicólogos de Madrid,1998.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1017/S113874160000665X,"Illness Behavior: Prediction by Symptoms, the Grossarth-Maticek and Eysenck Personality Types, Neuroticism, Life Events, Coping, Health Locus of Control, Social Support, and Attribution Style",Santos Orejudo Hernández ;; María Xesús Froján Parga ;; Carmen Malo Aznar,Spanish Journal of Psychology,Universidad Complutense de Madrid,2007.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.2188/JEA.7.9,Association Between Self-Reported Stressful Feeling by SACL and Mortality in a Japanese Community,Kazuko Utoguchi ;; Shinichi Nishisaka ;; Noritaka Tokui ;; Tetsuya Mizoue ;; Itsuro Ogimoto ;; Takesumi Yoshimura,Journal of Epidemiology,Japan Epidemiological Association,1997.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1163/156853905774539418,"Behavioral style, dominance rank, and urinary cortisol in young chimpanzees (Pan troglodytes)",Stephanie F. Anestis,Behaviour,Brill,2005.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.2466/PMS.1990.71.1.199,Sport Activity and Personality as Elements in Preventing Cancer and Coronary Heart Disease,R. Grossarth-Maticek ;; H. J. Eysenck ;; G. Uhlenbruck ;; H. Rieder ;; H. Vetter ;; C. Freesemann ;; L. Rakic ;; G. Gallasch ;; D. T. Kanazir ;; H. Liesen,Perceptual and Motor Skills,SAGE Publications,1990.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/0191-8869(95)00205-7,"The Type 2 construct and personality traits: Aggression, hostility, anxiety and depression",Geir Arild Espnes,Personality and Individual Differences,Pergamon,1996.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.2169/INTERNALMEDICINE.45.1453,A prospective Japanese study of the association between personality and the progression of lung cancer.,Jun Nagano ;; Yukito Ichinose ;; Hiroshi Asoh ;; Jiro Ikeda ;; Akira Ohshima ;; Nobuyuki Sudo ;; Chiharu Kubo,Internal Medicine,The Japanese Society of Internal Medicine,2006.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1207/S15327965PLI0203_9,"Personality as a Host Risk Factor: Enthusiasm, Evidence, and Their Interaction",Sandra M. Levy,Psychological Inquiry,"Lawrence Erlbaum Associates, Inc.",1991.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1007/S10447-004-0179-5,Social Work Intervention with White Collared Employees and Their Families,Y. S. SiddeGowda,International Journal for The Advancement of Counselling,Kluwer Academic Publishers-Plenum Publishers,2004.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.2466/PR0.67.7.1024-1026,"Personality, smoking, and alcohol as synergistic risk factors for cancer of the mouth and pharynx.",R. Grossarth-Maticek ;; H. J. Eysenck,Psychological Reports,SAGE Publications,1990.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.15064/JJPM.48.3_205,"生活習慣病の心身医学における疫学研究の意義(パネルディスカッション : 生活習慣病と心身医学,2007年,第48回日本心身医学会総会(福岡))",純 永野,心身医学,一般社団法人 日本心身医学会,2008.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1136/BMJ.304.6837.1295,Psychological influences on cancer and ischaemic heart disease.,A. J. Pelosi ;; L. Appleby,BMJ,BMJ Group,1992.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1026/0943-8149.12.3.102,"Personality, Cardiovascular Disease, and Cancer: First Results from the Heidelberg Cohort Study of the Elderly.",Manfred Amelang ;; Petra Hasselbach ;; Til Stürmer,Zeitschrift für Gesundheitspsychologie,Hogrefe Verlag Göttingen,2004.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,Psychological Correlates of Breast Cancer: An Exploratory Study,Sushila Pareek ;; Uma Mittal ;; Asha Hingar,,,2009.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1024//0170-1789.23.1.29,Zur “bedingt-prospektiven” Vorhersage von Mammakarzinom und koronaren Herzerkrankungen,M. Amelang ;; K. Reichert ;; D. Weimer,Zeitschrift für Differentielle und Diagnostische Psychologie,Verlag Hans Huber,2002.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1111/J.2044-8287.1996.TB00502.X,"Personality, cancer and coronary heart disease: Further evidence on a controversial issue",Manfred Amelang ;; Claudia Schmidt-Rathjens ;; Gerald Matthews,British Journal of Health Psychology,"John Wiley & Sons, Ltd",1996.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1037/0278-6133.11.4.262,Trait humor and longevity: do comics have the last laugh?,James Rotton,Health Psychology,Lawrence Erlbaum Associates,1992.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.3200/SOCP.146.1.31-50,THE RELATIONSHIP BETWEEN THE BIG FIVE PERSONALITY FACTORS AND BURNOUT: A STUDY AMONG VOLUNTEER COUNSELORS,Arnold B Bakker ;; Karen I Van der Zee ;; Kerry A Lewig ;; Maureen F Dollard,Journal of Social Psychology,Taylor & Francis,2006.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1207/S15327965PLI0203_1,"Personality, stress, and disease: An interactionist perspective.",Hans J. Eysenck,Psychological Inquiry,"Lawrence Erlbaum Associates, Inc.",1991.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,Evaluación del patrón de conducta tipo C en pacientes crónicos,María Teresa Anarte ;; Alicia Eva López ;; Carmen Ramírez Maestre ;; Rosa Esteve Zarazaga,Anales De Psicologia,Universidad de Murcia,2000.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/S0191-8869(99)00067-7,Is Grossarth-Maticek's coronary-prone type II an independent predictor of myocardial infarction?,Geir Smedslund ;; Torbjørn Rundmo,Personality and Individual Differences,Pergamon,1999.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1207/S15327965PLI0203_14,Prediction of Cancer From Psychological Measures,Richard M. Suinn,Psychological Inquiry,"Lawrence Erlbaum Associates, Inc.",1991.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/0005-7967(94)00091-W,Method of test administration as a factor in test validity: The use of a personality questionnaire in the prediction of cancer and coronary heart disease,Ronald Grossarth-Maticek ;; H. J. Eysenck ;; Gregory J. Boyle,Behaviour Research and Therapy,Behav Res Ther,1995.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.2478/PRILOZI-2018-0025,Personality Typology in Patients with Traumatic Limb Fractures,Sime Trpeski ;; Nada Pop-Jordanova,Prilozi (Makedonska akademija na naukite i umetnostite. Oddelenie za medicinski nauki),Sciendo,2018.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1080/08870449608400262,The lifestyle appraisal questionnaire: A comprehensive assessment of health and stress,A. Craig ;; K. Hancock ;; M. Craig,Psychology & Health,Taylor & Francis Group,1996.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.29252/NIRP.IJPCP.23.4.408,An Evaluation of the Contributions of the Triple Vulnerability Model to the Prediction of Emotional Disorders,Tohid Ranjbari ;; Javad Karimi ;; Abolfazl Mohammadi ;; Mohammad Reza Norouzi,Iranian Journal of Psychiatry and Clinical Psychology,Iranian Journal of Psychiatry and Clinical Psychology,2018.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1016/J.JPSYCHORES.2020.110143,Maternal prenatal stress and infantile wheeze and asthma: The Osaka Maternal and Child Health Study.,Tetsuya Kawamoto ;; Tetsuya Kawamoto ;; Yoshihiro Miyake ;; Keiko Tanaka ;; Jun Nagano ;; Satoshi Sasaki ;; Yoshio Hirota,Journal of Psychosomatic Research,Elsevier,2020.0,mag,1
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.1002/PER.2410090202,"The Grossarth‐Maticek and Eysenck Personality Types, Health‐related behaviour, and indicators of transitory ill‐health",Gerry Larsson ;; Lennart Nordström ;; Gulli Ljunggren ;; Ann‐britt Nyberg ;; Björn Resare ;; Göran Schedwin ;; Margareta Wahlgren,European Journal of Personality,Wiley,1995.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.15064/JJPM.40.2_159,日本人における自主性開発トレーニングAutonomy Trainingの効果 : ジストニア患者に対する応用,永野 純 ;; 田中 浩稔 ;; 須藤 信行 ;; 久保 千春,心身医学,一般社団法人 日本心身医学会,2000.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,10.2466/PR0.1991.69.3.1027,"Personality, stress, and motivational factors in drinking as determinants of risk for cancer and coronary heart disease.",R. Grossarth-Maticek ;; H. J. Eysenck,Psychological Reports,Psychol Rep,1991.0,mag,0
1973632246,10.2466/pr0.1990.66.2.355,2020,1990,,Perspectivas actuales en la investigacion de las relaciones entre variables psicosociales y la enfermedad del cancer.,Violeta Cardenal Hernaez ;; Isabel Oñoro Carrascal,Psicologia.com,,1999.0,mag,0
