title,doi,pubmedid,date,authors,subject,venue,article_type,country,paywall,notes,other_article_info,retraction_reasons,retraction_date,retraction_notice_type,retraction_notice_doi
Analysis of the characters of the geographic distribution of the world's extra-large cities,10.1109/ESIAT.2010.5568983,,07/17/2010,Lin Zhang; Zhang Long; Binwen Zou,(ENV) Environmental Sciences; (HUM) History - General; (SOC) Sociology; ,2010 The 2nd Conference on Environmental Science and Information Application Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Earth Science Department, China University of Geosciences, Wu Han, China Information Engineering Company of China University of Geosciences, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,09/09/2010,Retraction,; 10.1109/ESIAT.2010.5568983
Detected of indoor air organic pollutants concentrations according to easy sampling method,,,07/17/2010,Zhou Lei; Liang Kang; Zhang Mingfeng; Chen Ling,(ENV) Environmental Sciences; (HUM) Architecture; ,2010 The 2nd Conference on Environmental Science and Information Application Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"State Key Laboratory of Pollution Control and Resources Reuse, College of Environmental Science and Engineering, Tongji University, Shanghai, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information; withdrawal,09/09/2010,Retraction,; 10.1109/ESIAT.2010.5568922
Discussion of Equal-leg Framed Bent Calculation by Shear Force Distribution,,,07/17/2010,Cai-Rui; Hong Ren; Xiaolin Xiang;  Huang-Haibin,(HUM) Architecture; (PHY) Engineering - Structural; (PHY) Mathematics; ,2010 The 2nd Conference on Environmental Science and Information Application Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Department of Estate & Construction Management, Chongqing University, China Department of Architecture & Civil Engineering, LEU, Chongqing, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,09/09/2010,Retraction,; 10.1109/ESIAT.2010.5568847
Evolution of the channel geomorphology and flood management countermeasures of the middle and lower Yangtze River,,,07/17/2010,Chang-an Li; Leiz Shao; Chang-Sheng Huang; Chun-guo Kang,(ENV) Ground/Surface Water; (HUM) Cartography; ,2010 The 2nd Conference on Environmental Science and Information Application Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Key Laboratory of Biogeology and Environmental Geology of Ministry of Education (China University of Geosciences), Wuhan 430074, China Faculty of Earth Sciences, China University of Geosciences, Wuhan 430074, China Institute of Geophysics and Geomatia, China University of Geosciences, Wuhan 430074, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information; withdrawal,09/09/2010,Retraction,; 10.1109/ESIAT.2010.5567402
Geographic environmental impacts on the forming of resource-based urban settlement,,,07/17/2010,Huang Lingjiang; Wang Yi; Liu Chiying; Xia Qixing,(B/T) Urban Planning; (HUM) History - Asia; ,2010 The 2nd Conference on Environmental Science and Information Application Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"School of Urban Design, Wuhan University, China Huangshi Urban Construction Archives, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information; withdrawal,09/09/2010,Retraction,; 10.1109/ESIAT.2010.5567430
Human activities and lake evolution in the middle reaches of Yangtze River,10.1109/ESIAT.2010.5567270,,07/17/2010,Jian-wu Huang; Ya-jing Tian,(ENV) Ecology; (ENV) Ground/Surface Water; (HUM) History - Asia; ,2010 The 2nd Conference on Environmental Science and Information Application Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"School of City & Environment Science, Huazhong Normal University, Wuhan, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,09/09/2010,Retraction,; 10.1109/ESIAT.2010.5567270
Study on the application of team communication patterns in art design teaching,10.1109/ESIAT.2010.5568967,,07/17/2010,Liu Jian; Zhang Qiuhong; Cheng Qunqun,(HUM) Arts - General; (SOC) Communications; (SOC) Education; ,2010 The 2nd Conference on Environmental Science and Information Application Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Department of Human Sciences & Department of Transport and Logistics Engineering, Shandong Jiaotong University, Jinan, China Department of Transport and Logistics Engineering, Shandong Jiaotong University, Jinan, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information; withdrawal,09/09/2010,Retraction,00000000; 10.1109/ESIAT.2010.5568967
The characteristic of Jialing River's old channel,,,07/17/2010,Jiang Huajun; Li Chang'an; Zhang Yufen; Jiang Duanwu; Wang Jietan; Huang Shuchun,(ENV) Ground/Surface Water; (HUM) Cartography; ,2010 The 2nd Conference on Environmental Science and Information Application Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Faculty of Earth Sciences, China University of Geosciences, Wuhan, China, 430074 Institute of Geophysics and Geomatics, China University of Geosciences, Wuhan, China, 430074 Geological Environment Monitoring Center of Hunan Province, Changsha, China, 410007; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information; withdrawal,09/09/2010,Retraction,; 10.1109/ESIAT.2010.5567452
A Brief Talk on the Establishment of Earth Science Data Sharing Platform,,,07/09/2010,Jia Zheng-Yuan; Ding Yi,(B/T) Technology; (HUM) Architecture; (PHY) Geology; (PHY) Mathematics; ,2010 3rd International Conference on Computer Science and Information Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"School of Geophysics and information Technology, China University of Geosciences, Beijing 100083, China Key Laboratory of Geo-detection (China University of Geosciences, Beijing), Ministry of Education, 100083, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,09/07/2010,Retraction,; 10.1109/ICCSIT.2010.5564992
A New Project Management Decision Method Based on Multicriteria Group Model,,,07/10/2010,Xipei Huang; Xiong Zeng,(B/T) Business - Management; (HUM) Architecture; ,2010 2nd International Conference on Industrial and Information Systems ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"School of Civil Engineering and Architecture, Central South University, Changsha, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,09/07/2010,Retraction,; 10.1109/INDUSIS.2010.5565758
Analyzing the Nature of Art Design,,,07/10/2010,Ma Hong,(HUM) Arts - General; (PHY) Engineering - General; ,2010 2nd International Conference on Industrial and Information Systems ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Fine Arts Academy, Guangxi Normal University, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,09/07/2010,Retraction,; 10.1109/INDUSIS.2010.5565723
Audio encoder architecture using an external and middle ear model and an approximate cochlear filter bank repartition,10.1109/ICCSIT.2010.5563985,,07/09/2010,Khalil Abid; Kais Ouni; Noureddine Ellouze,(B/T) Computer Science; (B/T) Technology; (HUM) Arts - Music; ,2010 3rd Intl Conference on Computer Science and Information Technology (ICCSIT) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,Tunisia,No,,"Laboratory of Systems and Signal Processing (LSTS), National Engineering School of Tunis, BP 37, Le Belvédère 1002, Tunisia; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information; withdrawal,09/07/2010,Retraction,; 10.1109/ICCSIT.2010.5563985
Construction Project Quality Management Model Research Based on Context Awareness,,,07/10/2010,Zhi-Hua Wei; Shi-Li Yang,(B/T) Business - Management; (B/T) Computer Science; (B/T) Technology; (HUM) Architecture; ,2010 2nd International Conference on Industrial and Information Systems ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"College of Computer Science, Wuhan University of Technology, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,09/07/2010,Retraction,; 10.1109/INDUSIS.2010.5565679
Harmonious color combination rules based on natural color system,10.1109/ICCSIT.2010.5564005,,07/09/2010,Eun-Young Park; Ki-Eun Lee; Young-Ho Park,(B/T) Computer Science; (HUM) Arts - General; ,2010 3rd Intl Conference on Computer Science and Information Technology (ICCSIT) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,South Korea,No,,"Department of Multimedia Science, Sookmyung Women's University, Seoul, Korea; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information; withdrawal,09/07/2010,Retraction,; 10.1109/ICCSIT.2010.5564005
Knowledge Collaborative Supply Chain Management System Based on SOA Under SaaS Model,,,07/09/2010,Yu Xi; Han Xue; Chen Tingbin,(B/T) Business - Management; (HUM) Architecture; (PHY) Mathematics; ,2010 3rd International Conference on Computer Science and Information Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Dalian Neusoft Institute of Information, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,09/07/2010,Retraction,; 10.1109/ICCSIT.2010.5563958
Multi-modal music genre classification approach,10.1109/ICCSIT.2010.5564489,,07/09/2010,Chao Zhen; Jieping Xu,(B/T) Computer Science; (B/T) Technology; (HUM) Arts - Music; ,2010 3rd Intl Conference on Computer Science and Information Technology (ICCSIT) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Multimedia Lab of Information School, Renmin University of China, Beijing, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information; withdrawal,09/07/2010,Retraction,; 10.1109/ICCSIT.2010.5564489
Multi-parameter Intelligent Monitoring System for Cold Store,,,07/09/2010,Kaisheng Zhang; Yuan Zeng,(B/T) Computer Science; (B/T) Technology; (HUM) Architecture; (PHY) Engineering - Electrical; (PHY) Mathematics; ,2010 3rd International Conference on Computer Science and Information Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"College of Electrical Engineering, Shaanxi University of Science and Technology, Xi'an, 710021, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,09/07/2010,Retraction,; 10.1109/ICCSIT.2010.5565087
Post-processing of Fingerprint-based Vehicle Positioning Using Improved Particle Filter,,,07/09/2010,Liqiang Xu; Xingchuan Liu; Sheng Zhang; Xiaokang Lin,(B/T) Technology; (HUM) Architecture; (PHY) Mathematics; ,2010 3rd International Conference on Computer Science and Information Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Modern Communication Labaratory, Graduate School at Shenzhen, Tsinghua University, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,09/07/2010,Retraction,; 10.1109/ICCSIT.2010.5565054
Risk Management in Construction Industry,,,07/09/2010,Nadeem Ehsan; Ebtisam Mirza; Mehmood Alam; Azam Ishaque,(B/T) Business - Management; (HUM) Architecture; (PHY) Materials Science; (PHY) Mathematics; ,2010 3rd International Conference on Computer Science and Information Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,Pakistan,No,,"Engineering Management Department, Center for Advanced Studies in Engineering, Islamabad, Pakistan; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,09/07/2010,Retraction,; 10.1109/ICCSIT.2010.5564663
Subjective Relation Identification in Chinese Opinion Mining Based on Sentential Features and Ensemble Classifier,,,07/09/2010,Lijun Shi; Jing Zhang; Xuegang Hu,(HUM) Arts -Literature/Poetry; (PHY) Mathematics; ,2010 3rd International Conference on Computer Science and Information Technology ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"School of Computer and Information, Hefei University of Technology, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,09/07/2010,Retraction,; 10.1109/ICCSIT.2010.5564919
Survey on simplification algorithm for large-scale terrain modeling,10.1109/ICCSIT.2010.5565182,,07/09/2010,HuiXin Wu; Hui Zhang,(B/T) Computer Science; (B/T) Technology; (HUM) Cartography; ,2010 3rd Intl Conference on Computer Science and Information Technology (ICCSIT) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Dept. of Information Engineering, North China University of Water Conservancy & Electric Power, Zhengzhou, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information; withdrawal,09/07/2010,Retraction,; 10.1109/ICCSIT.2010.5565182
The Design of Art Gallery in Light Environment,,,07/10/2010,Wu Youneng,(HUM) Arts - General; ,2010 2nd International Conference on Industrial and Information Systems ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"School of Art and Design, Guilin University of Electronic Technology, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,09/07/2010,Retraction,; 10.1109/INDUSIS.2010.5565725
The Study on Art Design Cultivation,,,07/10/2010,Wu Youneng,(B/T) Business - Management; (HUM) Arts - General; (SOC) Education; ,2010 2nd International Conference on Industrial and Information Systems ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"School of Art and Design, Guilin University of Electronic Technology, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,09/07/2010,Retraction,; 10.1109/INDUSIS.2010.5565726
Research on the SOA-based Service Granularity Control,,,07/24/2010,Hong Ying; Yu Wu; Fuming Liu,(B/T) Technology; (HUM) Architecture; (PHY) Engineering - General; (PHY) Mathematics; ,2010 2nd International Conference on Information Technology and Computer Science ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Department of Computers, Chongqing Three Gorges University, Chongqing, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,08/26/2010,Retraction,; 10.1109/ITCS.2010.114
A Game Analysis with Policy Suggestions for Safety Management of Mine Tailings Facility,,,07/09/2010,Yiqing Zhao; Zhiguo Cao; Zhongxue Li; Yaqin Zhao,(B/T) Government; (HUM) Architecture; (PHY) Mathematics; ,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"State Key Laboratory of High-efficient Mining and Safety of Metal Mines, Ministry of Education, University of Science and Technology Beijing, 100083, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information; withdrawal,08/23/2010,Retraction,; 10.1109/ICAMS.2010.5552857
An Application of Time-cost Trade-off for Construction Projects,,,07/09/2010,Huang Jian-Wen; Chen Rui; Wang Xing-Xia; Zhou Yi-hong,(B/T) Business - Management; (HUM) Architecture; (PHY) Mathematics; ,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"College of Hydraulic & Environmental Engineering, China Three Gorges University, Yichang, Hubei, 443002, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information; withdrawal,08/23/2010,Retraction,; 10.1109/ICAMS.2010.5553204
"Big country dependent economy development of Taiwan -Functions of Japan, the US, and China in Taiwan's economy development",10.1109/ICAMS.2010.5553270,,07/09/2010,Jung Hsiung-Shen; Ting-Sheng Weng,(B/T) Business - General; (B/T) International Relations; (HUM) History - General; ,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,Taiwan,No,,"Department of Applied Japanese, Aletheia University, Tamsui, Taipei, 25103 Taiwan Department of Management Information Systems, National Chiayi University, 600, Taiwan; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,08/23/2010,Retraction,; 10.1109/ICAMS.2010.5553270
CEC : An Energy Consumption Evaluation Method for Air Conditioning Systems in Skyscrapers,,,07/09/2010,Jun Wang; Gang Li,(ENV) Environmental Sciences; (HUM) Architecture; (PHY) Mathematics; ,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Department of Resources and Environmental Engineering, Henan Institute of Engineering, Zhengzhou, China School of Architecture, Henan University of Technology, Zhengzhou, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information; withdrawal,08/23/2010,Retraction,; 10.1109/ICAMS.2010.5553208
Classification and decision of architectural structure based on similarity measurement and risk analysis,10.1109/ICAMS.2010.5552908,,07/09/2010,Li Da-hua; Zhang Si-bing,(HUM) Architecture; ,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"School of Mechanical and Electrical Engineering, Anhui University of Architecture, Hefei, China Department of Scientific Research, Electronic Engineering Institute of PLA, Hefei, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,08/23/2010,Retraction,; 10.1109/ICAMS.2010.5552908
Heterogeneous System Integration of Supply Chain Based on SOA & WSC,,,07/09/2010,Qi-Wen Zhang; Qi Xu,(B/T) Business - Management; (HUM) Architecture; (PHY) Mathematics; ,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"School of Glorious Sun of Business and Management, Donghua University, Shanghai, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,08/23/2010,Retraction,; 10.1109/ICAMS.2010.5553035
How to Strengthen Safety Management in Construction and Installation Project,,,07/09/2010,Yubao Liang; Xiancheng Wang,(B/T) Business - Management; (HUM) Architecture; (PHY) Mathematics; ,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Department of Civil Engineering & Material Engineering, Henan University of Urban Construction, HUUC, Pingdingshan, China Department of Survey & Spatial Information, Henan University of Urban Construction, HUUC, Pingdingshan, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information; withdrawal,08/23/2010,Retraction,; 10.1109/ICAMS.2010.5553139
Innovative design of industrial-academic cooperation in baby products,10.1109/ICAMS.2010.5553019,,07/09/2010,Ruilin Lin; Jingchen Xie,(HUM) Arts - General; (PHY) Engineering - General; (SOC) Education; ,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,Taiwan,No,,"Department of Commercial Design, Chienkuo Technology University, Changhua, Taiwan; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",breach of policy by author; investigation by journal/publisher; notice - limited or no information,08/23/2010,Retraction,; 10.1109/ICAMS.2010.5553019
Study of integration innovation of modern industrial engineering technologies based on lean thinking,10.1109/ICAMS.2010.5553148,,07/09/2010,Shu Jun-yi; Shi Xue-gang,(B/T) Business - General; (B/T) Technology; (HUM) History - General; ,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"College of Economics and Management, Tianjin University of Science and Technology, China School of Management, Tianjin University, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,08/23/2010,Retraction,; 10.1109/ICAMS.2010.5553148
Study on creative design in composition,10.1109/ICAMS.2010.5553021,,07/09/2010,Jingchen Xie; Ruilin Lin,(HUM) Arts - General; (SOC) Education; ,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,Taiwan,No,,"Department of Commercial Design, Chienkuo Technology University, Changhua, Taiwan; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",breach of policy by author; investigation by journal/publisher; notice - limited or no information,08/23/2010,Retraction,; 10.1109/ICAMS.2010.5553021
The Practice and Reflection on Disaster Prevention Construction of Rural Dwelling Houses in Coastal Typhoon Disaster Area,,,07/09/2010,Pan Anping,(B/T) Urban Planning; (HUM) Architecture; (PHY) Geology; (PHY) Mathematics; (SOC) Education; ,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"College of Architectural and Civil Engineering, Wenzhou University, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information; withdrawal,08/23/2010,Retraction,; 10.1109/ICAMS.2010.5553244
Software Architecture Transformation Approach Based on Architecture Styles,,,07/16/2010,Abdullah Sadeghi; Morteza Fakoorrad,(B/T) Computer Science; (B/T) Technology; (HUM) Architecture; (PHY) Mathematics; ,2010 IEEE International Conference on Software Engineering and Service Sciences ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,Iran,No,,"Computer Science Department, Jamshid Kashani University, Qazvin, Iran Computer Science Department, Azad University, Arak, Iran; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,08/19/2010,Retraction,; 10.1109/ICSESS.2010.5552409
Conscience in Renaissance moral thought: a concept in transition?,10.1111/j.1477-4658.2009.00603.x,,08/19/2009,Martin William Francis Stone,(HUM) Philosophy; ,Renaissance Studies ---Wiley,Research Article,Belgium,Yes,,"Institute of Philosophy, Catholic University of Leuven; http://retractionwatch.com/2016/06/08/philosopher-earns-13th-retraction-for-plagiarism/",euphemisms for plagiarism; plagiarism of text,08/12/2010,Retraction,00000000; 10.1111/j.1477-4658.2010.00694.x
The Nature and Significance of Law in Early Modern Scholasticism,,,01/25/2010,Martin William Francis Stone,(HUM) History - Europe; (HUM) History - General; (SOC) Law/Legal Issues; ,A Treatise of Legal Philosophy and General Jurisprudence ---Springer,Book Chapter/Reference Work,Belgium,No,,University of Leuven; http://retractionwatch.com/2016/06/08/philosopher-earns-13th-retraction-for-plagiarism/,investigation by company/institution; plagiarism of text,08/12/2010,Retraction,; 10.1111/j.1467-9337.2010.00463.x
Digital Research on Standard of Color about Colored Drawing of Summer Palace,,,06/26/2010,Rui Dang; Jian Ma; Gang Liu,(B/T) Computer Science; (B/T) Technology; (HUM) Architecture; (PHY) Mathematics; ,2010 International Conference on Mechanic Automation and Control Engineering ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Tianjin Key Laboratory of Architectural Physics and Environment Technology, School of Architecture, Tianjin University, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,08/03/2010,Retraction,; 10.1109/MACE.2010.5535268
Exploration of practical teaching system of clothing subject and improvement of educational mode of enterprise base,10.1109/ICETC.2010.5529623,,06/22/2010,Fanglong Zhu; Kejing Li,(HUM) Arts - General; (SOC) Education; ,2010 2nd International Conference on Education Technology and Computer (ICETC) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Department of Clothing, Zhongyuan University of Technology, Zhengzhou City, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,07/29/2010,Retraction,; 10.1109/ICETC.2010.5529623
Research of GPS/DR integrated position system in position of navigation marks,10.1109/ICENT.2010.5532196,,06/25/2010,Dan Li; Xiao-kui Ren,(B/T) Technology; (HUM) Cartography; ,2010 International Conference on Educational and Network Technology (ICENT) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Institute of Graduate, Liaoning Technical University, Huludao Liaoning, CHINA School of Electronic and Information Engineering, Liaoning Technical University, Huludao, CHINA; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information,07/29/2010,Retraction,; 10.1109/ICENT.2010.5532196
Study on design strategy of brand culture in art education,10.1109/ICENT.2010.5532127,,06/25/2010,Zhu Lili,(B/T) Business - Marketing; (HUM) Arts - General; (SOC) Education; ,2010 International Conference on Educational and Network Technology (ICENT) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Coll. of Arts, Zhejiang Univ. of Finance & Econ., Hangzhou, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information; withdrawal,07/29/2010,Retraction,; 10.1109/ICENT.2010.5532127
The research of GPS localization and Map-Matching method,10.1109/ICENT.2010.5532184,,06/25/2010,Pan Xi; Shun Yang,(B/T) Technology; (HUM) Cartography; ,2010 International Conference on Educational and Network Technology (ICENT) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Institute of Graduate, Liaoning Technical University, Huludao, China Institute of Electronic and Information Engineering, Liaoning Technical University, Huludao, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information; withdrawal,07/29/2010,Retraction,; 10.1109/ICENT.2010.5532184
Application of sketchup in the teaching of landscape design of undergraduate college,10.1109/OPEE.2010.5507971,,05/10/2010,Li-fang Qiao; Shu-jing Zheng; Yao Wang; Lilei Zhang,(B/T) Technology; (HUM) Architecture; (SOC) Education; ,"2010 International Conference on Optics, Photonics and Energy Engineering (OPEE) ---IEEE: Institute of Electrical and Electronics Engineers",Conference Abstract/Paper,China,No,,"School of Landscape Architecture, Henan Institute of Science and Technology, Xinxiang 453003, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",breach of policy by author; investigation by journal/publisher; notice - limited or no information,07/12/2010,Retraction,; 10.1109/OPEE.2010.5507971
