5731,"Malakoplakia Outside the Urinary Tract (HSC) Medicine - Pathology; (HSC) Medicine - Urology/Nephrology;  Archives of Pathology & Laboratory Medicine ---College of American Pathologists Eastern Health Discipline of Pathology, 300 Prince Philip Dr, St John's, Newfoundland, Canada A1B 3V6",+Concerns/Issues About Authorship,George M Yousef Bibi Naghibi Mowafak M Hamodat,02/01/2007 17284117 10.1043/1543-2165(2007)131[297:MOTUT]2.0.CO;2,06/01/2009 17284117 unavailable,Review Article Correction,Canada No
1118,"Preparation of propolis nanofood and application to human cancer (HSC) Medicine - Oncology; (PUB) Society/Association Journals;  Biological & Pharmaceutical Bulletin ---The Pharmaceutical Society of Japan Nanofood Research Society, Seoul National University, Seoul, South Korea Daegu Bio Industry Center, South Korea Tachyon Nanotech Co., Ltd College of Oriental Medicine, Dongguk University, Seoul, South Korea",+Falsification/Fabrication of Data+Misconduct by Author,Dong-Myung Kim Gee-Dong Lee Seung-Hyun Aum Ho-Jun Kim,09/01/2008 18758063 10.1248/bpb.31.1704,06/01/2009 19522041 10.1248/bpb.32.1135b,Research Article Retraction,South Korea
16173,"Recent Advances in Manufacturing Method of Smart Scaffold for Regenerative Medicine (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Rehabilitation/Therapy; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society Polymer BIN Fusion Research Center, Chonbuk National University, 664-14, Dukjin, Jeonju 561-756 Korea Thin Film Technology Laboratory, School of Chemical Engineering, Chonbuk National University,664-14, Dukjin, Jeonju 561-756 Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Soon Hee Kim A Young Oh Jin Hee Choi Su Hyun Jung Hyun Hye Hong Ne Rhee Jeon Hyung-Shik Shin John M Rhee Gilson Khang,03/01/2008 00000000 unavailable,06/01/2009 00000000 unavailable,Review Article Retraction,South Korea No
16177,"Recent Advances on Retinal Regeneration using Stem Cell (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Ophthalmology; (HSC) Medicine - Rehabilitation/Therapy; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society Dept BIN Fusion Tech & Polymer Fusion Res Center, Chonbuk Nat'l Univ, 664-14, Dukjin, Jeonju, 561-756 Korea Inst of Biom Sci and Tech, Konkuk Univ, Hwayang, Gwangjin, Seoul, 143-130 Korea Dept of Ophthalmology & Visual Sci College of Medicine, The Catholic Univ of Korea, #505 Banpo-dong, Seocho-Ku, Seoul,137-040 Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Soon Hee Kim Cho Min Kim Hee Kyung Hong Eun Hye Jo Seon Kyoung Lee Soo Jin Kim Yi-Seul Song Yun Tae Kim Sik Il Ahn Young Sun Kang Choun-Ki Joo Dongwon Lee John M Rhee Gilson Khang,05/01/2009 00000000 unavailable,06/01/2009 00000000 unavailable,Review Article Retraction,South Korea No
16175,"Recent Research Trends of Fibrin Gels for the Applications of Regenerative Medicine (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Rehabilitation/Therapy; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society Polymer Fusion Res Center, Chonbuk Natl Univ, 664-14, Dukjin Ku, Jeonju 561-756, Korea Instit of Biomed Sci Tech, Konkuk Univ, 143-130, Hwayang, Gwangjin, Seoul, Korea Cell Therapy Center, School of Medicine, Ajou Univ, Suwon 442-721, Korea Lab of Tissue Eng, College of Life Sci, Kyung Hee Univ, Seocheon, Giheung, Yongin 446-701, Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Soon Hee Kim Dongwon Lee Young Sun Kang Byoung-Hyun Min Youngsook Son Gilson Khang,02/01/2009 00000000 unavailable,06/01/2009 00000000 unavailable,Review Article Retraction,South Korea Unknown
16184,"Recent Strategies of the Regeneration of Central Nervous System by Tissue Engineering Techniques (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Neurology; (HSC) Medicine - Rehabilitation/Therapy; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society Polymer Fusion Research Center, Chonbuk Nat’l Univ., 664-14 dukjin, Jeonju 561-756 Korea Institute of Biomedical Science and Technology, Konkuk Univ., 143-130, Hwayang, Gwanjin, Seoul, Korea Thin Film Tech, Lab., School of Chemical Engineering, Chonbuk Nat’l Univ., 664-14 dukjin, Jeonju 561-756 Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Soon Hee Kim A Young Oh Su Hyun Jung Hyun Hye Hong Jin Hee Choi Hee Kyung Hong Na Ri Jeon Young Sun Kang Hyung-Sik Shin John M Rhee Gilson Khang,05/01/2008 00000000 unavailable,06/01/2009 00000000 unavailable,Review Article Retraction,South Korea Unknown
16172,"Role of Cytokines for the Treatment of Intervertebral Disc using Regenerative Medicine (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Neurology; (HSC) Medicine - Orthopedics; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society BK-21 Polymer BIN Fusion Research Team, Chonbuk National University, 664-14, Dukjin Ku, Jeonju 561-756, South Korea Nanobiomaterials Lab, Korea Research Institute of Chemical Technology, P. O. BOX 107, Yuseong, Daejon 305-506, South Korea Cell Therapy Center, School of Medicine, Ajou University, Suwon 442-721, South Korea Department of Pharmacy, Ewha Womans University, 11-1 Daehyun, Seoul 120-750, South Korea MEDIPOST Biomedical Research Institute, Unit of Asan Institute for Life Science, 388-1, Pungnap 2dong, Songpagu, Seoul 138-736, South Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Gilson Khang Soon Hee Kim Moon Suk Kim Byoung-Hyun Min Seung Jin Lee Yoon Sun Yang Hai Bang Lee,04/01/2007 00000000 unavailable,06/01/2009 00000000 unavailable,Research Article Retraction,South Korea Unknown
16183,"Scaffold-Endothelial Cell Interactions for Neovascularization (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Rehabilitation/Therapy; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society Polymer Fusion Research Center, Chonbuk Nat’l Univ., 664-14 dukjin, Jeonju 561-756 Korea Thin Film Tech, Lab., School of Chemical Engineering, Chonbuk Nat’l Univ., 664-14 dukjin, Jeonju 561-756 Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Soon Hee Kim A Young Oh Su Hyun Jung Jin Hee Choi Hyun Hye Hong Na Ri Jeon Hee Kyung Hong Hyung-Sik Shin John M Rhee Gilson Khang,05/01/2008 00000000 unavailable,06/01/2009 00000000 unavailable,Review Article Retraction,South Korea Unknown
264,"The association between duration of storage of transfused red blood cells and morbidity and mortality after reoperative cardiac surgery (HSC) Medicine - Anesthesia/Anaesthesia; (HSC) Medicine - Cardiology; (HSC) Medicine - Surgery;  Anesthesia & Analgesia ---Wolters Kluwer Department of Anesthesiology, College of Physicians & Surgeons of Columbia University, New York, USA Department of Internal Medicine, College of Physicians & Surgeons of Columbia University, New York, USA Department of Biostatistics, College of Physicians & Surgeons of Columbia University, New York, USA Department of Clinical Perfusion, College of Physicians & Surgeons of Columbia University, New York, USA Department of Anesthesiology, Duke University Medical Center, Durham, North Carolina, USA http://retractionwatch.com/2013/11/25/columbia-university-misconduct-retraction-highlights-whats-wrong-with-the-retraction-process/",+Concerns/Issues About Data+Error in Data,Sukhjeewan Basran Robert J Frumento Allison Cohen Samuel Lee Yuling Du Ervant Nishanian Harold S Kaplan Mark Stafford-Smith Elliott Bennett-Guerrero,07/01/2006 16790618 10.1213/01.ane.0000221167.58135.3d,06/01/2009 19448229 10.1213/01.ane.0000351544.23942.33,Research Article Retraction,United States No
1126,"The retention behavior of ginsenosides in HPLC and its application to quality assessment of Radix Ginseng (BLS) Biology - General; (HSC) Medicine - Drug Design;  Archives of Pharmacal Research ---Springer - Nature Publishing Group School of Chemistry and Molecular Engineering East China University of Science and Technology Shanghai China School of Chinese Medicine Hong Kong Baptist University Kowloon Tong, Hong Kong China Analysis Center Tsinghua University Beijing China",+Error by Journal/Publisher,Ping Hu Guo-An Luo Qing Wang Zhong-Zhen Zhao Wan Wang Zhi-Hong Jiang,05/01/2009 19471880 10.1007/s12272-009-1504-7,06/01/2009 19557376 10.1007/s12272-009-0005-z,Research Article Retraction,China No
3202,"Transgenerational epigenetic imprinting of the male germline by endocrine disruptor exposure during gonadal sex determination (BLS) Biology - Molecular; (BLS) Genetics; (HSC) Medicine - Endocrinology;  Endocrinology ---Oxford Academic Center for Reproductive Biology, School of Molecular Biosciences, Washington State University, Pullman, Washington 99164-4231, USA http://retractionwatch.com/2010/09/09/retracted-endocrinology-epigenetics-paper-has-life-after-death/",+Falsification/Fabrication of Data+Falsification/Fabrication of Image+Investigation by ORI+Misconduct - Official Investigation/Finding+Misconduct by Author,Hung-Shu Chang Matthew D Anway Stephen S Rekow Michael K Skinner,09/14/2006 16973722 10.1210/en.2006-0987,06/01/2009 19469050 10.1210/endo.150.6.9995,Research Article Retraction,United States No
1664,"Evaluation of renal vascular lesions using thrombomodulin and vascular cell adhesion molecule-1 in patients with biopsy-proven lupus nephritis (BLS) Biology - Molecular; (HSC) Medicine - Cardiovascular; (PUB) Society/Association Journals;  Clinical Rheumatology ---Springer Department of Transfusion, Jinling Hospital Nanjing University Clinical School of Medicine, Nanjing, People's Republic of China Nanjing Medical School, Nanjing, People's Republic of China Nanjing University, Nanjing, People's Republic of China",+Error in Data+Withdrawal,Genhong Yao Guodong Zhang Lijun Ling,03/25/2009 19319621 10.1007/s10067-009-1167-2,05/26/2009 19468789 10.1007/s10067-009-1193-0,Research Article Retraction,China No
4172,"Modeling Flow in a Compromised Pediatric Airway Breathing Air and Heliox (BLS) Anatomy/Physiology; (BLS) Biology - General; (HSC) Medicine - Otorhinolaryngology; (HSC) Medicine - Pediatrics;  The Laryngoscope ---Wiley Department of Aerospace Engineering and Engineering, University of Cincinnati, USA Department of Otolaryngology–Head and Neck Surgery, University of Cincinnati College of Medicine, Cincinnati, Ohio, U.S.A. Division of Pediatric Otolaryngology, Cincinnati Children’s Hospital Medical Center,  Cincinnati, Ohio, U.S.A",+Duplication of Article+Error by Journal/Publisher,Mihai Mihaescu Ephraim Gutmark Shanmugam Murugappan Ravindhra Elluru Aliza Cohen Paul Willging,12/31/2008 19117302 10.1002/lary.20015,05/20/2009 19459165 10.1002/lary.20540,Research Article Retraction,United States No
4173,"Regeneration of Aged Vocal Fold: First Human Case Treated with Fibroblast Growth Factor (BLS) Anatomy/Physiology; (BLS) Biology - General; (HSC) Medicine - Otorhinolaryngology; (HSC) Medicine - Pediatrics;  The Laryngoscope ---Wiley Department of Otolaryngology—Head and Neck Surgery, Graduate School of Medicine, Kyoto University, Kyoto, Japan",+Duplication of Article+Error by Journal/Publisher,Shigeru Hirano Yo Kishimoto Atsushi Suehiro Shin-ichi Kanemaru Juichi Ito,12/31/2008 19117294 10.1002/lary.20004,05/20/2009 19459165 10.1002/lary.20540,Research Article Retraction,Japan No
1691,"Correlation Between DNA Repair Capacity in Lymphocytes and Acute Side Effects to Skin During Radiotherapy in Nasopharyngeal Cancer Patients (BLS) Biology - Cancer; (BLS) Biology - Molecular; (BLS) Genetics; (HSC) Medicine - Cardiovascular; (PUB) Society/Association Journals;  Clinical Cancer Research: An Official Journal of the American Association for Cancer Research ---American Association for Cancer Research Department of Oncology, Xinqiao Hospital Chongqing, PR China Department of Medical Statistics, Third Military Medical University Chongqing, PR China Department of Radiation Oncology, First Affiliated Hospital, Chongqing Medical University, Chongqing, PR China",+Concerns/Issues about Referencing/Attributions+Euphemisms for Plagiarism+Plagiarism of Text,Wei-Dong Wang Zheng-tang Chen De-zhi Li Zheng-huai Cao Ping Pu Shi-liang Sun Xiao-pin Shen,06/15/2005 16033828 10.1158/1078-0432.CCR-04-2548,05/15/2009 19390114 10.1158/1078-0432.CCR-15-10-RET,Research Article Retraction,China No
2412,"Influence of Oxidized Low Density Lipoprotein on the Proliferation of Human Artery Smooth Muscle Cells in Vitro (BLS) Biochemistry; (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Pharmacology;  Journal of Huazhong University of Science and Technology. Medical sciences: Hua zhong ke ji da xue xue bao. Yi xue Ying De wen ban: Huazhong keji daxue xuebao. Yixue Yingdewen ban ---Springer Department of Cardiovascular Surgery, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China Department of Cardiovascular Thoracic Surgery, the First Affiliated Hospital, Zhengzhou University, Zhengzhou, China",+Investigation by Company/Institution+Plagiarism of Text,Qiao Chenhui Zhang Kailun Xia Jiahong,11/17/2006 17393100 10.1007/s11596-007-0106-1,05/15/2009 18481007 10.1007/s11596-008-0231-5,Research Article Retraction,China No
2263,"Resynchronization of the infarcted myocardium (BLS) Biology - General; (HSC) Medicine - Cardiology; (HSC) Medicine - Cardiovascular;  International Journal of Cardiology ---Elsevier Department of Ultrasound, The First Affiliated Hospital, College of Medicine, Zhejiang University, Hangzhou, P.R. China",+Plagiarism of Data+Plagiarism of Text,Ze-Zhou Song,01/10/2009 19136170 10.1016/j.ijcard.2008.12.002,05/15/2009 19344963 10.1016/j.ijcard.2009.03.068,Research Article Retraction,China No
4469,"Chemoembolization combined with radiofrequency ablation for patients with hepatocellular carcinoma larger than 3 cm: a randomized controlled trial. (HSC) Medicine - Gastroenterology;  JAMA: Journal of the American Medical Association ---American Medical Association Department of Gastroenterology, Qilu Hospital School of Medicine, Jinan, China",+Concerns/Issues About Data+Concerns/Issues About Results+Ethical Violations by Author+Investigation by Company/Institution+Investigation by Journal/Publisher,Bao Quan Cheng Chong Qi Jia Chun Tao Liu,04/09/2008 18398079 10.1001/jama.299.14.1669,05/13/2009 19380477 10.1001/jama.2009.640,Clinical Study Retraction,China No
2890,"Role of interleukin 12 and costimulators in T cell anergy in vivo. (HSC) Medicine - Pathology;  The Journal of Experimental Medicine ---Rockefeller University Press Immunology Research Division, Department of Pathology, Brigham & Women's Hospital and Harvard Medical School, Boston, Massachusetts 02115, USA",+Concerns/Issues About Data+Falsification/Fabrication of Data,Luk Van Parijs Victor L Perez Andre Bluckians Robert G Maki Cheryl A London Abul K Abbas,04/13/2009 9314560 10.1084/jem.186.7.11194309r,05/11/2009 19364884 10.1084/jem.186.7.11194309r,Research Article Retraction,United States No
2282,"Inhaled Corticosteroids and Long-acting Beta-agonists in Adult Asthma: A Winning Combination in All? (BLS) Biochemistry; (BLS) Biology - Cellular; (HSC) Medicine - Cardiovascular; (HSC) Medicine - Pharmacology;  Naunyn-Schmiedeberg's Archives of Pharmacology ---Springer Department of Pulmonology, University Medical Center, University of Groningen, Hanzeplein 1, 9713 GZ Groningen, The Netherlands",+Plagiarism of Text,Dirkje S Postma Huib A M Kerstjens Nick H T ten Hacken,05/24/2008 18500509 10.1007/s00210-008-0302-y,05/08/2009 19424682 10.1007/s00210-009-0418-8,Research Article Retraction,Netherlands No
16542,"Laparoscopic cholecystectomy and unsuspected gallbladder cancer (HSC) Medicine - Gastroenterology; (HSC) Medicine - Oncology; (HSC) Medicine - Surgery;  European Journal of Surgical Oncology: ---Elsevier Department of General Surgery, San Gerardo Hospital, II University of Milan – Bicocca, Milan, Italy",+Duplication of Article,F Romano C Franciosi R Caprotti S de Fina G Porta G Visintini F Uggeri,04/01/2001 11373097 10.1053/ejso.2000.1036,05/07/2009 00000000 10.1016/j.ejso.2009.03.009,Review Article Retraction,Italy No
3992,"Arterial pulse pressure variation predicting fluid responsiveness in critically ill patients (HSC) Medicine - Cardiovascular; (PUB) Society/Association Journals;  Shock ---Wolters Kluwer - Lippincott Williams & Wilkins Department of Anesthesia and Surgical Intensive Care, Incor, Heart Institute, Hospital das Cli´nicas, Faculdade de Medicina da Universidade de Sa˜o Paulo, Sa˜o Paulo, Brazil",+Euphemisms for Plagiarism+Plagiarism of Image+Plagiarism of Text,Jose Otavio C Auler Jr Filomena R G B Galas Marcia R Sundin Ludhmila A Hajjar,10/01/2008 18704014 10.1097/SHK.0b013e3181818708,05/01/2009 19365234 10.1097/SHK.0b013e3181a2e492,Review Article Retraction,Brazil No
3160,"Association of angiotensin converting enzyme gene polymorphisms with left ventricular hypertrophy (BLS) Anthropology; (BLS) Genetics; (HSC) Medicine - Cardiology; (HSC) Medicine - Cardiovascular; (PUB) Society/Association Journals;  Hypertension Research: Official Journal of the Japanese Society of Hypertension ---Nature Publishing Group Department of Biological and Biomedical Sciences, Aga Khan University, Karachi, Pakistan",+Duplication of Article+Objections by Author(s),Mohammad Saeed Danish Saleheen Sammer Siddiqui Aisha Khan Zahid A Butt Philippe M Frossard,04/01/2004 16138565 10.1291/hypres.28.345,05/01/2009 19417759 10.1038/hr.2009.54,Clinical Study Retraction,Pakistan No
4372,"Benign Solitary Cecal Ulcer Syndrome: Series of Eight Cases and Literature Review (HSC) Medicine - Gastroenterology;  Diseases of the Colon and Rectum ---Wolters Kluwer Department of Colorectal Surgery, Singapore General Hospital, Outram Road, Singapore Department of Pathology, Singapore General Hospital, Outram Road, Singapore",+Euphemisms for Plagiarism+Plagiarism of Article,Julian Ong Jit Fong Lim Hon Kiat Lim Kong Weng Eu,01/01/2009 00000000 10.1007/s10350-008-9410-5,05/01/2009 19502887 10.1007/DCR.0b013e3181a40d2a,Case Report Retraction,Singapore No
3894,"Beta-escin, a natural triterpenoid saponin from Chinese horse chestnut seeds, depresses HL-60 human leukaemia cell proliferation and induces apoptosis (BLS) Plant Biology/Botany; (HSC) Medicine - Oncology; (HSC) Medicine - Pharmacology;  The Journal of Pharmacy and Pharmacology ---Wiley Institute of Chinese Herbal Medicine, College of Pharmaceutical Science, Zhejiang University, Hangzhou 310058, China",+Misconduct by Author+Notice - Limited or No Information+Withdrawal,Y P Niu L M Wu Y L Jiang W X Wang L D Li,09/01/2008 18718126 10.1111/j.2042-7158.2008.tb02708.x,05/01/2009 19406009 10.1111/j.2042-7158.2009.tb00347.x,Research Article Retraction,China Yes
681,"Blood B-type Natriuretic Peptide Changes in Different Periods and Different Cardiac Pacing Modes (BLS) Biology - Cellular; (BLS) Biology - General; (BLS) Biology - Molecular; (HSC) Medicine - Cardiology; (PUB) Society/Association Journals;  International Heart Journal ---International Heart Journal Association Department of Cardiology, First People's Hospital of Wuxi City and First Affiliated Hospital of Nanjing Medical University in Wuxi, China",+Duplication of Article+Investigation by Journal/Publisher,Ruxing Wang Xiaorong Li Wenping Jang Zhihua Liu Xiangjun Yang Chunhui Xiao Lizheng Shao Jianqiu Zhu,11/01/2005 16394597 10.1536/ihj.46.1015,05/01/2009 19506343 10.1536/ihj.50.405,Research Article Retraction,China No
4560,"Coagulase-negative staphylococci isolated from ocular wound infections after laser refractive surgery: attachment to and accumulation on soft contact lenses. (BLS) Microbiology; (HSC) Medicine - Ophthalmology;  Eye & Contact Lens ---Wolters Kluwer Department of Microbiology, School of Medicine, Isfahan University of Medical Sciences, Isfahan, Iran",+Duplication of Article+Plagiarism of Article,Jamshid Faghri Mohamad Reza Razavi,03/01/2009 19265329 10.1097/ICL.0b013e318199b044,05/01/2009 19421013 10.1097/ICL.0b013e3181a66b28,Research Article Retraction,Iran Yes
2444,"Evaluation of efficacy of the perioperative administration of venlafaxine XR in the prevention of postmastectomy pain syndrome (HSC) Medicine - Oncology; (HSC) Medicine - Pharmacology; (HSC) Medicine - Surgery;  Journal of Pain and Symptom Management ---Elsevier Baystate Medical Center (S.S.R., G.M.-J.), Springfield, MassachussettsTufts University School of Medicine (S.S.R., G.M.-J.), Boston, Massachussettsand Caritas-Norwood Hospital (S.D.L.), Norwood, Massachusetts, USA http://retractionwatch.com/the-retraction-watch-leaderboard/ http://retractionwatch.com/category/by-author/scott-reuben-retractions/",+Criminal Proceedings+Falsification/Fabrication of Data+Investigation by Company/Institution+Investigation by Third Party+Misconduct - Official Investigation/Finding+Misconduct by Author,Scott S Reuben Grace Makari-Judson Shari D Lurie,02/06/2004 15157037 10.1016/j.jpainsymman.2003.06.004,05/01/2009 19422087 10.1016/j.jpainsymman.2009.04.001,Clinical Study Retraction,United States No
4467,"Human papillomavirus detection and genotyping in squamous cell carcinomas of the larynx (BLS) Biology - Molecular; (BLS) Genetics; (HSC) Medicine - Infectious Disease; (HSC) Medicine - Oncology;  Journal of Virological Methods ---Elsevier Replicon Research Nucleus, Catholic University of Goias, Goiania, Brazil  Goiania's Population-Based Cancer Registry, Association of Cancer Combat of Goias, Goiania, Goias, Brazil  Laboratory of Molecular Genetics and Human Cytogenetics – LaGene, Secretary of Health, Goiania, Goias, Brazil",+Notice - Limited or No Information+Withdrawal,Antonio Márcio Teodoro Cordeiro Silva Cesar Augusto Sam Tiago Vilanova-Costa Sheila Freires de Oliveira Claudio Carlos da Silva Maria Paula Curado Aparecido Divino da Cruz,08/08/2008 18662722 10.1016/j.jviromet.2008.06.026,05/01/2009 18662722 10.1016/j.jviromet.2008.06.026,Research Article Retraction,Brazil Unknown
4559,"Isolation of coagulase-negative staphylococci from extended-wear soft contact lenses in asymptomatic patients. (BLS) Microbiology; (HSC) Medicine - Ophthalmology;  Eye & Contact Lens ---Wolters Kluwer Department of Microbiology, Isfahan University of Medical Sciences, Isfahan, Iran.",+Notice - Limited or No Information,Jamshid Faghri,05/01/2008 18463486 10.1097/ICL.0b013e318159aff6,05/01/2009 19421012 10.1097/01.ICL.0000351655.46960.0f,Research Article Retraction,Iran Yes
4049,"Knowledge of medical students regarding diabetes mellitus at Ziauddin University, Karachi (HSC) Medicine - Diabetes; (HSC) Medicine - General; (PUB) Society/Association Journals; (SOC) Education;  The Journal of the Pakistan Medical Association (JPMA) ---Pakistan Medical Association Department of Family Medicine, Ziauddin University, Clifton, Karachi",+Duplication of Article+Notice - Unable to Access via current resources,Shadma Mumtaz Tabinda Ashfaq Hemna Siddiqui,03/01/2009 19288944,05/01/2009 19449482,Research Article Retraction,Pakistan Unknown
4371,"Lymph Node Retrieval and Assessment After Colorectal Cancer Resection: Are Pathologists Doing an Adequate Job? (BLS) Biology - Cancer; (BLS) Biology - Cellular; (HSC) Medicine - Gastroenterology; (HSC) Medicine - Oncology; (HSC) Medicine - Surgery;  Diseases of the Colon and Rectum ---Wolters Kluwer Division of Colon and Rectal Surgery, Mayo Clinic, Rochester, Minnesota, USA Division of Vascular Surgery, Mayo Clinic, Rochester, Minnesota, USA Department of Radiology, Mayo Clinic, Rochester, Minnesota, USA Department of Orthopedics, Mayo Clinic, Rochester, Minnesota, USA",+Notice - Limited or No Information,Eric J Dozois Kishore K Malireddy Thomas C Bower Anthony W Stanson Franklin H Sim,01/01/2009  10.1007/s10350-008-9393-2,05/01/2009 19502874 10.1007/DCR.0b013e3181a8ff92,Case Report Retraction,United States No
3893,"Protective effect of Liuwei Dihuang decoction on early diabetic nephropathy induced by streptozotocin via modulating ET-ROS axis and matrix metalloproteinase activity in rats (HSC) Medicine - Endocrinology; (HSC) Medicine - Urology/Nephrology;  The Journal of Pharmacy and Pharmacology ---Wiley Institute of Chinese Herb Medicine, College of Pharmaceutical Sciences, Zhejiang University, Hangzhou, Zhejiang 310058, PRC",+Misconduct by Author+Notice - Limited or No Information+Withdrawal,H He X Yang X Zeng M Shi J Yang L Wu L Li,09/01/2007 17883901 10.1111/j.2042-7158.2007.tb02675.x,05/01/2009 19406009 10.1111/j.2042-7158.2009.tb00347.x,Research Article Retraction,China Yes
3895,"Protective effects of hydroxysafflor yellow A on acute and chronic congestive cardiac failure mediated by reducing ET-1, NOS and oxidative stress in rats (BLS) Plant Biology/Botany; (HSC) Medicine - Cardiology;  The Journal of Pharmacy and Pharmacology ---Wiley Institute of Chinese Herb Medicine, College of Pharmaceutical Sciences, Zhejiang University, Hangzhou, Zhejiang, 310058, P. R. China",+Misconduct by Author+Notice - Lack of+Notice - Limited or No Information,H He X Yang M Shi X Zeng J Yang L Wu L Li,01/01/2008 18088512 10.1111/j.2042-7158.2008.tb02692.x,05/01/2009 19406009 10.1111/j.2042-7158.2009.tb00347.x,Research Article Retraction,China Yes
671,"Sternal Fractures Are Frequent among Polytraumatised Patients Following High Deceleration Velocities in a Severe Vehicle Crash (BLS) Anatomy/Physiology; (BLS) Biology - General; (HSC) Biostatistics/Epidemiology;  Injury ---Elsevier Trauma Department, Medical School Hannover, Germany",+Duplication of Article,Karsten Knobloch Sebstian Wagner Carl Haasper Christian Probst Christian Krettek P M Vogt Dietmar Otte Martinus Richter,01/01/2008 18001736 10.1016/j.injury.2007.07.007,05/01/2009 19418609 10.1016/j.injury.2009.03.014,Research Article Retraction,Germany Yes
3753,"The fifth vital sign--what does it mean? (BLS) Anatomy/Physiology; (HSC) Medicine - General; (HSC) Medicine - Internal;  Pain Practice: The Official Journal of World Institute of Pain ---Wiley Medical Center of Central Georgia, Macon, Georgia 31201, USA",+Duplication of Text+Euphemisms for Duplication+Investigation by Journal/Publisher,Mohammad Sami Walid Stephen N Donahue Dana M Darmohray Leon A Hyer Jr. Joe Sam Robinson Jr.,11/01/2008 18662363 10.1111/j.1533-2500.2008.00222.x,05/01/2009 19400820 10.1111/j.1533-2500.2009.00284.x,Research Article Retraction,United States No
1804,"The Immune Decision Toward Allograft Tolerance in Nonhuman Primates Requires Early Inhibition of Innate Immunity and Induction of Immune Regulation (BLS) Biology - Cellular; (HSC) Medicine - Immunology; (HSC) Medicine - Surgery;  Transplant Immunology ---Elsevier Department of Surgery (Transplant Immunobiology), University of Alabama at Birmingham, 1808 Seventh Avenue S., BDB 563, Birmingham, AL 35294-0001, USA Laboratory of Molecular Biology, National Institutes of Health, Bethesda, MD, USA",+Error in Data+Unreliable Data+Unreliable Results,Anne Hutchings Jianguo Wu Clement Asiedu William Hubbard Devin E Eckhoff Juan L Contreras Francis T Thomas David M Neville Jr Judith M Thomas,07/01/2003 12967786 10.1016/S0966-3274(03)00054-6,05/01/2009 19565674,Clinical Study Retraction,United States No
2840,"ATP Binding Cassette Transporter G1 Gene Expression Is Reduced in Type 2 Diabetic Patients (BLS) Biology - Molecular; (BLS) Genetics; (HSC) Medicine - Diabetes; (PUB) Society/Association Journals;  Endocrine Journal ---The Japan Endocrine Society Department of Medicine, The First Affiliated Hospital, College of Medicine, Zhejiang University, China",+Error in Data,LI Chengjiang XU Mingzhi GU Qing,11/20/2008  10.1507/endocrj.K08E-187,04/29/2009 19023158 10.1507/endocrj.00000,Research Article Retraction,China No
