RID,"Retraction or Other Notices
Title/Subject(s)/Journal --- Publisher/Affiliation(s)/Retraction Watch Post URL(s)
155 Item(s) Found",Reason(s),Author(s),"Original Paper
Date/PubMedID/DOI","Retraction or Other Notices
Date/PubMedID/DOI","Article Type(s)
Nature of Notice","Countries
Paywalled?
Notes"
17205,"Attention, Attention Must Finally Be Unpaid: Death of a Salesman and the Reputation of Arthur Miller
(HUM) Arts - Film Studies; (HUM) Arts -Literature/Poetry; 
The Cambridge Quarterly ---Oxford Academic
Izmir University of Economics,Turkey
http://retractionwatch.com/2014/01/28/film-review-by-noted-critic-a-rerun-retracted/",+Plagiarism of Article,Robert James Cardullo,"12/01/2011
00000000
unavailable","09/01/2012
00000000
10.1093/camqtly/bfs030","Review Article
Retraction","Turkey
No"
17206,"Farce, Dreams, and Desire: Some Like It Hot Re-Viewed
(HUM) Arts - Film Studies; (HUM) Arts -Literature/Poetry; 
The Cambridge Quarterly ---Oxford Academic
Izmir University of Economics,Turkey
http://retractionwatch.com/2014/01/28/film-review-by-noted-critic-a-rerun-retracted/",+Plagiarism of Article,Robert James Cardullo,"12/01/2011
00000000
unavailable","09/01/2012
00000000
10.1093/camqtly/bfs030","Review Article
Retraction","Turkey
No"
17208,"Look Back in Bemusement: The New American Cinema, 1965-1970
(HUM) Arts - Film Studies; (HUM) Arts -Literature/Poetry; 
The Cambridge Quarterly ---Oxford Academic
Izmir University of Economics,Turkey
http://retractionwatch.com/2014/01/28/film-review-by-noted-critic-a-rerun-retracted/",+Plagiarism of Article,Robert James Cardullo,"12/01/2011
00000000
10.1093/camqtly/bfn023","09/01/2012
00000000
10.1093/camqtly/bfs030","Review Article
Retraction","Turkey
No"
17207,"Married to the Job: Ermanno Olmi's Il posto and I fidanzati Reconsidered
(HUM) Arts - Film Studies; (HUM) Arts -Literature/Poetry; 
The Cambridge Quarterly ---Oxford Academic
Izmir University of Economics,Turkey
http://retractionwatch.com/2014/01/28/film-review-by-noted-critic-a-rerun-retracted/",+Plagiarism of Article,Robert James Cardullo,"12/01/2011
00000000
unavailable","09/01/2012
00000000
10.1093/camqtly/bfs030","Review Article
Retraction","Turkey
No"
20494,"Death of a Salesman and Arthur Miller's Religious Identity
(HUM) Arts -Literature/Poetry; 
Journal of Modern Jewish Studies ---Taylor and Francis
Sakarya Caddesi No 156, 35330 Balcova, Izmir, Turkey",+Duplication of Article+Euphemisms for Duplication,Robert James Cardullo,"04/11/2012
00000000
10.1080/14725886.2012.646706","08/31/2012
00000000
10.1080/14725886.2012.722811","Review Article
Retraction","Turkey
No"
20488,"Play Doctor, Doctor Death: Shaw, Ibsen, and Modern Tragedy
(HUM) Arts -Literature/Poetry; 
Comparative Drama ---Western Michigan University
Izmar University of Economics",+Duplication of Article,Robert James Cardullo,"09/01/2011
00000000
10.1353/cdr.2011.0017","11/17/2011
00000000
10.1353/cdr.2011.0017","Review Article
Retraction","Turkey
No"
20490,"Whose Life Is It, Anyway?: Shaw, The Doctor’s Dilemma and Modern Tragedy
(HUM) Arts -Literature/Poetry; 
SHAW the Annual Bernard Shaw Studies ---Penn State University Press
unavailable",+Duplication of Article+Euphemisms for Duplication,Robert James Cardullo,"01/01/2011
00000000
unavailable","09/11/2011
00000000
unavailable","Review Article
Retraction","Unknown
No"
15685,"On innovative art professionals cultivation in Higher Art Education
(HUM) Arts - General; (PUB) Society/Association Journals; (SOC) Education; 
2011 2nd Intl Conf on Artificial Intelligence, Management Science and Electronic Commerce ---Institute of Electrical and Electronics Engineers (IEEE)
Department of Art Design, Zhengzhou Aviation Industry Management Institute, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Investigation by Journal/Publisher+Notice - Limited or No Information+Withdrawal,Ran Yu,"08/08/2011
00000000
10.1109/AIMSEC.2011.6010607","09/06/2011
00000000
10.1109/AIMSEC.2011.6010607","Conference Abstract/Paper
Retraction","China
No"
15316,"The Research of Supervision Problems of the Exchange of Cultural Products and Artworks
(B/T) Business - Management; (HUM) Arts - General; (PHY) Mathematics; 
2011 2nd Intl Conf on Artificial Intelligence, Management Science and Electronic Commerce ---Institute of Electrical and Electronics Engineers (IEEE)
CUP. China University of Petroleum, Qingdao, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Chunxu Liu
Jing Guo",08/08/2011,"09/06/2011

10.1109/AIMSEC.2011.6009752","Conference Abstract/Paper
Retraction","China
No"
10438,"Animated character design innovation for animation industry development
(B/T) Business - General; (HUM) Arts - Film Studies; (HUM) Arts - General; (PUB) Society/Association Journals; 
2011 International Conference on Product Innovation Management (ICPIM 2011) ---Institute of Electrical and Electronics Engineers (IEEE)
School of Arts and Design, Wuhan University of Technology, Wuhan, China, 430070
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Investigation by Journal/Publisher+Notice - Limited or No Information,Tao Ran,"07/16/2011

10.1109/ICPIM.2011.5983694","08/15/2011

10.1109/ICPIM.2011.5983694","Conference Abstract/Paper
Retraction","China
No"
10434,"Exploration on product brand innovation under creative management
(B/T) Business - General; (HUM) Arts - General; (PUB) Society/Association Journals; 
2011 International Conference on Product Innovation Management (ICPIM 2011) ---Institute of Electrical and Electronics Engineers (IEEE)
School of Art and Design, Wuhan University of Technology, Wuhan, P.R. China, 430070
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Investigation by Journal/Publisher+Notice - Limited or No Information,"He Fang
Hu Qi","07/16/2011

10.1109/ICPIM.2011.5983654","08/15/2011

10.1109/ICPIM.2011.5983654","Conference Abstract/Paper
Retraction","China
No"
10318,"Research on product innovation design based on knowledge
(B/T) Business - General; (HUM) Arts - General; (PUB) Society/Association Journals; 
2011 International Conference on Product Innovation Management (ICPIM 2011) ---Institute of Electrical and Electronics Engineers (IEEE)
Dept. of Art & Design Institute, Wuhan Textile University, Wuhan, Hubei, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Investigation by Journal/Publisher+Notice - Limited or No Information,Guo Fang,"07/16/2011

10.1109/ICPIM.2011.5983671","08/15/2011

10.1109/ICPIM.2011.5983671","Conference Abstract/Paper
Retraction","China
No"
10439,"Research on the exhibition design strategy based on exhibition value system
(B/T) Business - General; (HUM) Arts - General; (PUB) Society/Association Journals; 
2011 International Conference on Product Innovation Management (ICPIM 2011) ---Institute of Electrical and Electronics Engineers (IEEE)
School of Art & Design, Wuhan University of Technology, Wuhan, China School of Management, Wuhan University of Technology, Wuhan, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Investigation by Journal/Publisher+Notice - Limited or No Information,"Wang Min
Xie Jialong","07/16/2011

10.1109/ICPIM.2011.5983620","08/15/2011

10.1109/ICPIM.2011.5983620","Conference Abstract/Paper
Retraction","China
No"
10218,"Research on the innovation and management of students' practical ability in art design using appraisal system
(B/T) Business - Management; (HUM) Arts - General; (PUB) Society/Association Journals; (SOC) Education; 
2011 International Conference on Product Innovation Management (ICPIM 2011) ---Institute of Electrical and Electronics Engineers (IEEE)
College of Art and Design, Wuhan University of Technology, No.122, South Luoshi, Road, Wuchang District, Wuhan City, China 430070 Department of Physical Education, Wuhan University of Technology, No.122, South Luoshi, Road, Wuchang District, Wuhan City, China 430070
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author+Investigation by Journal/Publisher+Notice - Limited or No Information,"Xinjuan Song
Yanmei Zhu","07/16/2011

10.1109/ICPIM.2011.5983698","08/15/2011

10.1109/ICPIM.2011.5983698","Conference Abstract/Paper
Retraction","China
No"
10314,"Study on the design characteristics of time-keeping tools
(HUM) Arts - General; (PUB) Society/Association Journals; 
2011 International Conference on Product Innovation Management (ICPIM 2011) ---Institute of Electrical and Electronics Engineers (IEEE)
Dept. of Art and Design, Wuhan Polytechnic University, Wuhan, China 430040
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Investigation by Journal/Publisher+Notice - Limited or No Information,Zhang Junli,"07/16/2011

10.1109/ICPIM.2011.5983724","08/15/2011

10.1109/ICPIM.2011.5983724","Conference Abstract/Paper
Retraction","China
No"
8810,"A randomised controlled study of the effects of music on sleep quality in older people
(HSC) Medicine - Geriatric; (HUM) Arts - Music; 
Journal of Clinical Nursing ---Wiley
Alice Lee Centre for Nursing Studies, National University of Singapore, Singapore
http://retractionwatch.com/2015/11/04/more-retractions-errata-discovered-for-nursing-researcher/
http://retractionwatch.com/?s=Moon-fai+Chan",+Duplication of Article+Euphemisms for Duplication+Investigation by Company/Institution,Moon Fai Chan,"02/07/2011
21294797
10.1111/j.1365-2702.2010.03368.x","07/14/2011
00000000
10.1111/j.1365-2702.2011.03835.x","Research Article
Retraction","Singapore
No"
15428,"A Study on the Display of Folk art in Folk Theme Park—Taking Lufeng Shadow Play as an Example
(B/T) Business - Economics; (HUM) Arts - General; (PHY) Mathematics; (SOC) Education; 
2011 International Conference on Business Management and Electronic Information ---Institute of Electrical and Electronics Engineers (IEEE)
Tourism Management Department, Management College, Jinan University, Guangzhou, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Ji Wen
Yingmei Qin",05/13/2011,"06/23/2011

10.1109/ICBMEI.2011.5916933","Conference Abstract/Paper
Retraction","China
No"
9656,"An economic benefit analysis of a local authority hosting an arts festival
(B/T) Business - Economics; (HUM) Arts - General; 
2011 International Conference on E-Business and E-Government (ICEE) ---Institute of Electrical and Electronics Engineers (IEEE)
Hunan University of Commerce, Changsha, Hunan Province, P.R. China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Sheng Xiaofang,05/06/2011,"06/16/2011

10.1109/ICEBEG.2011.5881452","Conference Abstract/Paper
Retraction","China
No"
10168,"Innovation of Anglo-American literature teaching oriented by improving practical abilities
(HUM) Arts -Literature/Poetry; (PUB) Society/Association Journals; (SOC) Education; 
2011 International Conference on E-Business and E-Government (ICEE) ---Institute of Electrical and Electronics Engineers (IEEE)
Foreign Languages Department of North China Institute of Science and Technology FLD of NCIST Langfang, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Investigation by Journal/Publisher+Notice - Limited or No Information,Liang Ying-jun,"05/06/2011

10.1109/ICEBEG.2011.5887110","06/16/2011

10.1109/ICEBEG.2011.5887110","Conference Abstract/Paper
Retraction","China
No"
19822,"Bibliometric study of the publications related to the pendulum between the years 1629 and 1885
(HUM) Arts -Literature/Poetry; 
Revista Espanola de Documentacion Científica ---Consejo Superior de Investigaciones Científicas (CSIC)
Biblioteca P.M. de L’Eliana. L’Eliana. Valencia. Correo-e IES «F. Tomás y Valiente». UNED. Benaguasil. Valencia. Correo-e",+Duplication of Article+Investigation by Journal/Publisher,"Magdalena Moreno-Cabo
Joan Joseph Solaz-Portoles","10/01/2008
00000000
10.3989/redc.2008.4.647","01/26/2011
00000000
10.3989/redc.2008.4.647","Research Article
Retraction","Spain
No"
12546,"A Study on the Application of Chinese Traditional Art in Fashion Ornaments Design
(B/T) Business - Economics; (B/T) Technology; (HUM) Arts - General; (PHY) Engineering - General; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
Mechanical & electronic engineering Department, East China institute of technology, Nanchang, China Industrial Design Department, Nanchang University, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Xiaodan Yang
Xiaoqing Lu",11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681855","Conference Abstract/Paper
Retraction","China
No"
12558,"Considerations for Talents in Creative Design for the Culture Creative Industry Development
(B/T) Business - Economics; (HUM) Arts - General; (SOC) Psychology; (SOC) Sociology; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
Bearing Experiment Research Center Of Hangzou, China College of Art Zhejiang Shuren University, Hangzhou, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Guiyu Zheng
Maolai Cao",11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681853","Conference Abstract/Paper
Retraction","China
No"
12552,"Inspiration of Chinese Traditional Culture to Modern Industrial Design
(HUM) Arts - General; (PHY) Engineering - General; (SOC) Education; (SOC) Ethics/Bioethics; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
School of Art, Jiangsu University, Zhenjiang, China Industrial Design Department School of Mechanical Engineering, Jiangsu University of Science and Technology, Zhenjiang, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Miaoyu Lu
Jian Yang",11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681817","Conference Abstract/Paper
Retraction","China
No"
12541,"Interaction Study on Development of Cultural Creative Industry and Intangible Cultural Heritage in Zhejiang Province—A Case Study of Tonglu Paper-cut
(HUM) Arts - General; (PHY) Engineering - General; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
College of Art & Design, Zhejiang Sci-tech University, Hangzhou, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Ying Wang,11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681861","Conference Abstract/Paper
Retraction","China
No"
12548,"Look at the Impact of Folk Visual Language on Modern Design from Zhu Xian Town's Lunar New Year's Painting
(B/T) Urban Planning; (HUM) Arts - General; (SOC) Psychology; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
College of Art, Zhejiang University of Technology, Hangzhou, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Yangyang Song
Xu Zhou",11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681892","Conference Abstract/Paper
Retraction","China
No"
12555,"On National Culture Inheritance in Art Design
(HUM) Arts - General; (PHY) Engineering - General; (SOC) Education; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
Department of Information Technology, Zhejiang Vocational College of Commerce, Hangzhou, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Jia Yan,11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681851","Conference Abstract/Paper
Retraction","China
No"
12505,"On the Relationship Between Xi'an Subway Public art and the History and Culture
(HUM) Arts - General; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
Xi'an University of Technology, China Zhejiang University, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Haozhang Sun
Bin Zhou
Feng Wang",11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681866","Conference Abstract/Paper
Retraction","China
No"
12551,"Research about Application Layers of Traditional Cultures on Product Design
(B/T) Business - General; (B/T) Technology; (HUM) Arts - General; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
School of Art & Design, Zhejiang University of Science and Technology, Hangzhou, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Linxin Zheng,11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681859","Conference Abstract/Paper
Retraction","China
No"
12557,"Science and Technology and China Ancient Art Design—The Qin and Han Dynasty and Beforehand Time
(B/T) Technology; (HUM) Arts - General; (PHY) Engineering - General; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
College of Arts, Ningbo University, Zhejiang Province 315211, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Xueping Wu,11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681834","Conference Abstract/Paper
Retraction","China
No"
12544,"The Application of Chinese Garden Art in the Campus Landscape—Zhejiang Tourism College Campus Landscape Design II
(HUM) Arts - General; (PHY) Engineering - General; (SOC) Education; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
Art College, Zhejiang Shuren University, Hangzhou, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Wuyan Lou,11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681854","Conference Abstract/Paper
Retraction","China
No"
12506,"The Application of Zen Style in Modern Fashion Design
(HUM) Arts - General; (PHY) Engineering - General; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
School of Art, Huangshi Institute of Technology, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Yu Weihua,11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681894","Conference Abstract/Paper
Retraction","China
No"
12547,"The Combination of Classical Art and Modern Art—On the Use of the Elements of Suzhou Gardens in the Architecture by Leoh Ming Pei
(HUM) Architecture; (HUM) Arts - General; (PHY) Engineering - General; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
Arts Department, Huangshi Technology Institute, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Yeilei Chen,11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681839","Conference Abstract/Paper
Retraction","China
No"
12549,"The Development and Design of the Tourist Souvenirs About Brand “Clay Figure Zhang” in Tianjin
(B/T) Business - Economics; (HUM) Arts - General; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
Tianjin Polytechnic University, School of Mechanical and Electronic Engineering, China Institute of Art & Fashion, Tianjin Polytechnic University, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Zhihui Yang
Yu Ma",11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681810","Conference Abstract/Paper
Retraction","China
No"
12545,"The Innovative Application of Guangxi Ethnic Symbols in the Zhuang Folk Songs Cultural Tourism Package
(B/T) Technology; (HUM) Arts - General; (SOC) Sociology; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
Art Design College, Guilin University of Electronic and Technology, Guangxi, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Li Wang
Guo Fei",11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681846","Conference Abstract/Paper
Retraction","China
No"
12559,"The Inspiration to Modern Landscape Design from “The Story of Peach Blossom Spring”
(HUM) Arts - General; (PHY) Engineering - General; (SOC) Psychology; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
Department of Printing, Hubei Institute of Fine Arts, Wuhan, 430060, China Department of Graphic Design, Hubei University of Technology, Wuhan, 430060, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Jing Zhang
Zhixin Wang",11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681882","Conference Abstract/Paper
Retraction","China
No"
12550,"The Present Situation of Chinese Network Singers—Analysis Based on Components of Community, Artistic Style, and Social Value
(B/T) Technology; (HUM) Arts - Music; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
College of Arts, Huangshi Institute of Technology, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Wenshuang Feng,11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681881","Conference Abstract/Paper
Retraction","China
No"
12503,"The Study on the Improvement Method of Culture Product Design to Value of National Brand at the National Museum of Korea
(B/T) Business - Marketing; (HUM) Arts - General; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
Konkuk University, Seoul, Korea
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Yul-Hwa Lee,11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681898","Conference Abstract/Paper
Retraction","South Korea
No"
12542,"Victory of Copying: Exploring the Design Way in the Age of Popular Culture
(B/T) Business - Economics; (HUM) Arts - General; (PHY) Engineering - General; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
Faculty of Social Science, Kunming University of Science and Technology, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Lijia Zhu,11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681864","Conference Abstract/Paper
Retraction","China
No"
12562,"Yangliuqing New Year Pictures in the Plastic Arts to Industrial Design Reference
(HUM) Arts - General; (PHY) Engineering - General; 
2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1 ---Institute of Electrical and Electronics Engineers (IEEE)
Department of Art & Fashion, Tianjin Polytechnic University, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Chao Wang,11/17/2010,"01/06/2011

10.1109/CAIDCD.2010.5681847","Conference Abstract/Paper
Retraction","China
No"
12684,"Oil painting structure which based on autodesk drawing software
(B/T) Technology; (HUM) Arts - General; (PUB) Society/Association Journals; 
2010 2nd International Conference on Information Engineering and Computer Science ---Institute of Electrical and Electronics Engineers (IEEE)
College of Fine Arts, Xiangfan University, Xiangfan, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author+Investigation by Journal/Publisher+Notice - Limited or No Information,Jianhua Liu,"12/25/2010

10.1109/ICIECS.2010.5677759","12/30/2010

10.1109/ICIECS.2010.5677759","Conference Abstract/Paper
Retraction","China
No"
10656,"The Application of ERP in the University Library
(B/T) Business - Management; (HUM) Arts -Literature/Poetry; 
2010 International Conference on Computer Application and System Modeling (ICCASM 2010) ---Institute of Electrical and Electronics Engineers (IEEE)
Nanchang University, 330029, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Hao Ouyang
 Chonghui
Tao Liu",10/22/2010,"11/04/2010

10.1109/ICCASM.2010.5619174","Conference Abstract/Paper
Retraction","China
No"
11665,"Research and exploration for professional practice and teaching reform in art design
(HUM) Arts - General; (PUB) Society/Association Journals; (SOC) Education; 
2010 International Conference on Educational and Information Technology (ICEIT) ---Institute of Electrical and Electronics Engineers (IEEE)
School of Art and Design, Dalian Polytechnic University, China Institute of Computer Science and Information Engineering, Harbin Normal University, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author+Investigation by Journal/Publisher+Notice - Limited or No Information,"Yongsheng Song
Jianhua Wang","09/17/2010

10.1109/ICEIT.2010.5607708","10/25/2010

10.1109/ICEIT.2010.5607708","Conference Abstract/Paper
Retraction","China
No"
11429,"Research of Quality Education Based on the Art Designing Education
(HUM) Arts - General; (SOC) Education; 
2010 International Conference on Educational and Information Technology (ICEIT) ---Institute of Electrical and Electronics Engineers (IEEE)
Central South University, Changsha, China Shandong University at Weihai, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Cao Chunxiao
Yan Jie",09/17/2010,"10/25/2010

10.1109/ICEIT.2010.5608396","Conference Abstract/Paper
Retraction","China
No"
11230,"Children's Literature Through the Media-English
(B/T) Computer Science; (B/T) Technology; (HUM) Arts -Literature/Poetry; 
2010 4th International Conference on Distance Learning and Education ---Institute of Electrical and Electronics Engineers (IEEE)
Hannam University, Korea
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Hyunhee Song
Yeonja Lee
Kiho Song",10/03/2010,"10/21/2010

10.1109/ICDLE.2010.5605995","Conference Abstract/Paper
Retraction","China
No"
20493,"Alter Ego, Autobiography, and Auteurism: François Truffaut’s Last Interview
(HUM) Arts -Literature/Poetry; 
The New Yorker ---Conde Nast
Izmir University of Economics,Turkey",+Duplication of Article+Euphemisms for Duplication+Euphemisms for Plagiarism+Plagiarism of Article,Robert James Cardullo,"08/01/2010
00000000
unavailable","10/13/2010
00000000
unavailable","Newspaper/Magazine Article
Correction","Turkey
No"
12288,"LaoZi DaoDejin and the Management of Modern Business Enterprise Human
(B/T) Business - Economics; (B/T) Business - Management; (HUM) Arts -Literature/Poetry; (PHY) Mathematics; 
2010 International Conference on E-Business and E-Government ---Institute of Electrical and Electronics Engineers (IEEE)
Huaqiao University, Quanzhou, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Xiangqian Zhang,05/07/2010,"09/30/2010

10.1109/ICEE.2010.251","Conference Abstract/Paper
Retraction","China
No"
12227,"Research on the Original Mechanism of Enterprise Competitive Advantage Based on Enterprise Routines
(B/T) Business - Economics; (HUM) Arts -Literature/Poetry; (PHY) Mathematics; 
2010 International Conference on E-Business and E-Government ---Institute of Electrical and Electronics Engineers (IEEE)
Department of Management Engineering, NanChang Institute of Technology, Nanchang, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Guoping Ji,05/07/2010,"09/30/2010

10.1109/ICEE.2010.1130","Conference Abstract/Paper
Retraction","China
No"
