cited_magid,cited_doi,cited_ref_hints(author),cited_retraction_year,cited_publication_year,citing_doi,citing_title,citing_author,citing_venue,venue_id,venue_type,venue_area,venue_category,citing_publisher,citing_publication_year,source,period,fulltext,retracted,notes
2060802755,10.4103/0019-5545.105519,Anil Kumar Mysore Nagaraj;;Raveesh Bevinahalli Nanjegowda;;S M Purushothama,2015,2013,10.1080/17470218.2016.1251472,Exceptionalist naturalism: Human agency and the causal order,John Turri,Quarterly Journal of Experimental Psychology,issn: 17470218; issn:  17470226,Journal article,"Biochemistry, Genetics and Molecular Biology;;
Medicine;;
Psychology;;
","Physiology;; Medicine (miscellaneous);
Physiology (medical);; Experimental and Cognitive Psychology; Neuropsychology and Physiological Psychology; Psychology (miscellaneous)",Routledge,2018,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.1108/IJOEM-11-2017-0495,Halal products consumption in international chain restaurants among global Moslem consumers,Nur Asnawi ;; Badri Munir Sukoco ;; Muhammad Asnan Fanani,International Journal of Emerging Markets,"issn: 17468809; issn:  17468817
",Journal article,"Business, Management and Accounting","Business and International Management; Business, Management and Accounting (miscellaneous)
",Emerald Publishing Limited,2018,mag,1,,,
1493514376,10.1186/1744-859X-13-11,Georgios Tzeferakos;;Athanasios Douzenis,2014,2014,10.1186/S12991-014-0030-2,Retraction Note: Sacred psychiatry in ancient Greece,Georgios Tzeferakos ;; Athanasios Douzenis,Annals of General Psychiatry,issn: 1744859X,Journal article,Medicine,Psychiatry and Mental Health,BioMed Central,2014,mag,1,,,
2050036847,10.4113/jom.2010.1074,John Carty;;Aoife Ahern,2012,2010,10.4113/JOM.2010.1140,Editorial: Mapping the Impacts of Transport,Helen Muir,Journal of Maps,issn: 17445647,Journal article,"Earth and Planetary Sciences;;
Social Sciences","Earth and Planetary Sciences (miscellaneous);; Geography, Planning and Development",Taylor & Francis Group,2010,mag,0,,,
2119532892,10.4113/jom.2009.1045,Kenneth S Field,2012,2009,10.1080/17445647.2015.1088482,Travel speed changes along the European core road network for the period 1960–2030: an application of octilinear cartograms,Ana Condeço-Melhorado ;; Panayotis Christidis ;; Lewis Dijkstra,Journal of Maps,issn: 17445647,Journal article,"Earth and Planetary Sciences;;
Social Sciences","Earth and Planetary Sciences (miscellaneous);; Geography, Planning and Development",Taylor & Francis,2016,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.1080/17439760.2013.776622,"Positive psychology at work: A conceptual review, state-of-practice assessment, and a look ahead",Maura J. Mills ;; Christina R. Fleck ;; Andrzej Kozikowski,The Journal of Positive Psychology,issn: 17439760; issn:  17439779,Journal article,"Psychology
",Psychology (miscellaneous),Routledge,2013,mag,0,,,
2097384229,10.1080/014198700329114,Mart Bax,2014,2010,10.1177/1468797615588425,Introduction: Guiding the pilgrim,Evgenia Mesaritou ;; Simon Coleman ;; John Eade,Tourist Studies,"issn: 17413206; issn:  14687976
",Journal article,"Business, Management and Accounting
","Tourism, Leisure and Hospitality Management",SAGE Publications,2016,mag,1,,,
2097384229,10.1080/014198700329114,Mart Bax,2014,2010,10.1177/1468797616635371,"The dramaturgical nexus of ethno-religious, tourist and transnational frames of pilgrimages in post-conflict societies: the Bosnian and Herzegovinian experience.",Marko Valenta ;; Zan Strabac,Tourist Studies,"issn: 17413206; issn:  14687976
",Journal article,"Business, Management and Accounting
","Tourism, Leisure and Hospitality Management",SAGE Publications,2016,mag,1,,,
1236563440;;1576791255;;2319228865,10.1111/j.1365-2702.2010.03368.x,Moon Fai Chan,2011,2011,10.1177/1471301213514419,The ‘Ripple Effect’: Towards Researching Improvisational Music Therapy In Dementia Care Homes,"Pavlicevic, Mercédès; Tsiris, Giorgos; Wood, Stuart; Powell, Harriet; Graham, Janet; Sanderson, Richard; Millman, Rachel; Gibson, Jane",Dementia,issn: 17412684; issn:  14713012,Journal article,"Arts and Humanities;; Medicine;; Social Sciences
","History;; Medicine (miscellaneous);; Social Sciences (miscellaneous); Sociology and Political Science
",,2013,coci,1,DOI,,
1925740804,10.1016/j.cub.2015.09.056,Jean Decety;;Jason M Cowell;;Kang Lee;;Randa Mahasneh;;Susan Malcolm-Smith,2019,2015,10.1080/01416200.2020.1740168,Faith conquers all? Demographic and psychological resources and their associations with academic performance among religious college students,Dorota Kornas-Biela ;; Klaudia Martynowska ;; Leehu Zysberg,British Journal of Religious Education,issn: 17407931; issn:  01416200,Journal article,"Arts and Humanities;;
Social Sciences","Religious Studies;; Education
",Routledge,2020,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.21484/KROS.2013.10.2.29,Ethical Leadership for Public Organization,Ho-Jung Kim,Korean Review of Organizational Studies,issn: 17383595,Journal article,,,Korean Association for Organizational Studies,2013,mag,0,,,VENUE-NOT-IN-SCIMAGO
2137877549,10.1177/0146167207312465,Lennart J Renkema;;Diederik A Stapel;;Marcus Maringer;;Nico W van Yperen,2013,2008,10.12797/POLITEJA.11.2014.32.05,Trwoga 10/04 w świetle badań opinii publicznej,Paweł Ścigaj,Politeja : pismo Wydziału Studiów Międzynarodowych i Politycznych Uniwersytetu Jagiellońskiego,issn: 17336716; issn:  23916737,Journal article,,,Księgarnia Akademicka,2014,mag,1,,,VENUE-NOT-IN-SCIMAGO
2055080221,10.1016/j.sbspro.2011.05.014,Nangkula Utaberta;;Badiossadat Hassanpour;;Adi Irfan Che Ani;;Mastor Surat,2011,2011,10.1108/JEDT-08-2017-0079,Reflections on studio-based learning: assessment and critique,Naglaa Megahed,"Journal of Engineering, Design and Technology",issn: 17260531,Journal article,"Engineering
",Engineering (miscellaneous),Emerald Publishing Limited,2017,mag,1,,,
2121461932,10.3171/2010.9.FOCUS10200,Samuel Romero-Vargas;;Jose Luis Ruiz-Sandoval;;Arturo Sotomayor-Gonzalez;;Rogelio Revuelta-Gutierrez;;Miguel Angel Celis-Lopez;;Juan Luis Gomez-Amador;;Ulises Garcia-Gonzalez;;Raul Lopez-Serna;;Victor Garcia-Navarro;;Diego Mendez-Rosito;;Victor Correa-Correa;;Sergio Gomez-Llata,2018,2010,10.1177/0883073811432749,In God's image? The tradition of infant head shaping.,Michael Obladen,Journal of Child Neurology,issn: 17088283; issn:  08830738,Journal article,Medicine,"Neurology (clinical); Pediatrics, Perinatology and Child Health
","SAGE PublicationsSage CA: Los Angeles, CA",2012,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,,Evaluación del patrón de conducta tipo C en pacientes crónicos,María Teresa Anarte ;; Alicia Eva López ;; Carmen Ramírez Maestre ;; Rosa Esteve Zarazaga,Anales De Psicologia,issn: 16952294; issn:  02129728,Journal article,Psychology,Psychology (miscellaneous),Universidad de Murcia,2000,mag,0,,,
2125545750,10.1155/2015/954651,Changhai Peng;;Xiao Wu,2017,2015,10.1155/2017/2193505,Retracted: Case Study of Carbon Emissions from a Building’s Life Cycle Based on BIM and Ecotect,Advances in Materials,Advances in Materials Science and Engineering,issn: 16878442; issn:  16878434,Journal article,Engineering;; Materials Science,"Engineering (miscellaneous);; Materials Science (miscellaneous)
",Hindawi,2017,mag,1,,,
2120150106,10.1109/ICCSIT.2010.5564489,Chao Zhen;;Jieping Xu,2010,2010,10.1186/1687-4722-2013-13,Music classification by low-rank semantic mappings,Yannis Panagakis ;; Constantine Kotropoulos,"Eurasip Journal on Audio, Speech, and Music Processing",issn: 16874722; issn:  16874714,Journal article,Engineering;; Physics and Astronomy,"Electrical and Electronic Engineering;;
Acoustics and Ultrasonics",Springer International Publishing,2013,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,,The Spiritually-Based Organization: A Theoretical Review and its Potential Role in the Third Millennium A Organização Baseada na Espiritualidade: Uma Revisão Teórica e seu Potencial Papel no Terceiro Milênio,Anselmo Ferreira Vasconcelos,Cadernos EBAPE.BR,issn: 16793951,Journal article,,,,2015,mag,1,69_nodoi.pdf,,VENUE-NOT-IN-SCIMAGO
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.1590/1679-395110386,The Spiritually-Based Organization: A Theoretical Review and its Potential Role in the Third Millennium,Anselmo Ferreira Vasconcelos,Cadernos Ebape.br,issn: 16793951,Journal article,,,Escola Brasileira de Administração Pública e de Empresas,2015,mag,1,,,VENUE-NOT-IN-SCIMAGO
2139588191;;193261174;;2326968768,10.1111/j.1466-8238.2009.00501.x,Ulrike Herzschuh;;H John B Birks;;Xingqi Liu;;Claudia Kubatzki;;Gerrit Lohmann,2010,2009,10.1007/S11430-015-5482-X,History and possible mechanisms of prehistoric human migration to the Tibetan Plateau,DongJu Zhang ;; GuangHui Dong ;; Hui Wang ;; XiaoYan Ren ;; PiPu’u Ha ;; MingRui Qiang ;; FaHu Chen,Science China-earth Sciences,"issn: 16747313; issn:  18691897
",Journal article,"Earth and Planetary Sciences
",Earth and Planetary Sciences (miscellaneous),Science China Press,2016,mag,1,,,
2039505288,10.1097/00000539-200010000-00022,Joachim Boldt,2020,2000,,Tendencias en el uso de coloides en la Unidad de Terapia Intensiva: albúmina humana y coloides sintéticos,María del Pilar Aguilar Ramírez ;; Miguel Remolina Schlig,Médica Sur,issn: 16659295,Journal article,,,,2009,mag,0,,,VENUE-NOT-IN-SCIMAGO
2168925826,10.1177/0305735613482025,Nicolas Guéguen;;Sébastien Meineri;;Jacques Fischer-Lokou,2020,2013,10.3389/FPSYG.2019.02627,Attractiveness Ratings for Musicians and Non-musicians: An Evolutionary-Psychology Perspective.,Stephan Bongard ;; Ilka Schulz ;; Karin Ulrike Studenroth ;; Emily Frankenberg,Frontiers in Psychology,issn: 16641078,Journal article,Psychology,Psychology (miscellaneous),Frontiers,2019,mag,0,,,
1925740804,10.1016/j.cub.2015.09.056,Jean Decety;;Jason M Cowell;;Kang Lee;;Randa Mahasneh;;Susan Malcolm-Smith,2019,2015,10.3389/FPSYG.2016.01149,The Influence of Divine Rewards and Punishments on Religious Prosociality,James Saleam ;; Ahmed A. Moustafa,Frontiers in Psychology,issn: 16641078,Journal article,Psychology,Psychology (miscellaneous),Frontiers,2016,mag,0,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.3389/FPSYG.2018.02627,The Effect of Spiritual Leadership on Employee Effectiveness: An Intrinsic Motivation Perspective,Minghui Wang ;; Tengfei Guo ;; Yakun Ni ;; Sudong Shang ;; Zheng Tang,Frontiers in Psychology,issn: 16641078,Journal article,Psychology,Psychology (miscellaneous),Frontiers Media SA,2019,mag,1,,,
1925740804,10.1016/j.cub.2015.09.056,Jean Decety;;Jason M Cowell;;Kang Lee;;Randa Mahasneh;;Susan Malcolm-Smith,2019,2015,10.3390/IJERPH16091485,Maternal Harsh Physical Parenting and Behavioral Problems in Children in Religious Families in Yemen.,Khadija Alsarhi ;; Rahma ;; Mariëlle J. L. Prevoo ;; Lenneke R. A. Alink ;; Judi Mesman,International Journal of Environmental Research and Public Health,issn: 16617827; issn:  16604601,Journal article,Environmental Science;; Medicine,"Health, Toxicology and Mutagenesis; Pollution;; Public Health, Environmental and Occupational Health
",Int J Environ Res Public Health,2019,mag,1,,,
2075796680,10.4103/0019-5545.105526,Prakash B Behere;;Anweshak Das;;Richa Yadav;;Aniruddh P Behere,2019,2013,10.3390/IJERPH16214287,The Effectiveness of Cigarette Pack Health Warning Labels with Religious Messages in an Urban Setting in Indonesia: A Cross-Sectional Study.,Bekir Kaplan ;; Jeffrey J. Hardesty ;; Santi Martini ;; Hario Megatsari ;; Ryan D. Kennedy ;; Joanna E. Cohen,International Journal of Environmental Research and Public Health,issn: 16617827; issn:  16604601,Journal article,Environmental Science;; Medicine,"Health, Toxicology and Mutagenesis; Pollution;; Public Health, Environmental and Occupational Health
",Multidisciplinary Digital Publishing Institute,2019,mag,1,,,
2087178820,10.1080/1462740500061160,Charles K Armstrong,2020,2005,10.1080/0803706X.2011.622786,What would Erich Fromm say about North Korea? A preliminary application of humanist psychoanalysis,Alzo David-West,International Forum of Psychoanalysis,issn: 16512324; issn:  0803706X,Journal article,Medicine;; Psychology,"Psychiatry and Mental Health;; Clinical Psychology
",Taylor & Francis Group,2013,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1080/0036554021000028066,"Personality traits in head and neck squamous cell carcinoma patients in relation to the disease state, disease extent and prognosis.",Hans Jørgen Aarstad ;; John-Helge Heimdal ;; Anne Kari H. Aarstad ;; Jan Olofsson,Acta Oto-laryngologica,issn: 16512251; issn:  00016489,Journal article,Medicine,Medicine (miscellaneous); Otorhinolaryngology,Taylor & Francis,2002,mag,0,,,
2039505288,10.1097/00000539-200010000-00022,Joachim Boldt,2020,2000,10.1016/S0246-0289(02)00067-1,Médicaments dérivés du plasma,Pascale Poullin ;; Patrice Lefevre,EMC - Anesthésie-Réanimation,issn: 16386205,Journal article,Medicine,Anesthesiology and Pain Medicine; Critical Care and Intensive Care Medicine,Elsevier BV,2004,mag,0,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1016/S0246-0289(11)50736-4,Colloïdes ou solutés macromoléculaires de remplissage vasculaire,Y Blanloeil ;; A Roquilly ;; B Rozec ;; K Asehnoune ;; C Lejus,EMC - Anesthésie-Réanimation,issn: 16386205,Journal article,Medicine,Anesthesiology and Pain Medicine; Critical Care and Intensive Care Medicine,Elsevier Masson,2011,mag,0,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1016/S1283-0771(11)70619-3,Colloidi o soluzioni macromolecolari di riempimento vascolare,Y. Blanlœil ;; A. Roquilly ;; B. Rozec ;; K. Asehnoune ;; C. Lejus,EMC - Anestesia-Rianimazione,issn: 16386205,Journal article,Medicine,Anesthesiology and Pain Medicine; Critical Care and Intensive Care Medicine,Elsevier Masson,2011,mag,0,,,
2039505288,10.1097/00000539-200010000-00022,Joachim Boldt,2020,2000,10.1016/S1280-4703(02)71821-5,Medicamentos derivados del plasma,P Poullin ;; P Lefevre,EMC - Anestesia-Reanimación,issn: 16386205,Journal article,Medicine,Anesthesiology and Pain Medicine; Critical Care and Intensive Care Medicine,Elsevier Masson,2002,mag,0,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1016/S1280-4703(11)71033-7,Coloides o soluciones macromoleculares de reposición vascular,Y. Blanlœil ;; A. Roquilly ;; B. Rozec ;; K. Asehnoune ;; C. Lejus,EMC - Anestesia-Reanimación,issn: 16386205,Journal article,Medicine,Anesthesiology and Pain Medicine; Critical Care and Intensive Care Medicine,Elsevier Masson,2011,mag,0,,,
1236563440;;1576791255;;2319228865,10.1111/j.1365-2702.2010.03368.x,Moon Fai Chan,2011,2011,10.1007/S10072-017-2878-9,Music intervention on cognitive dysfunction in healthy older adults: a systematic review and meta-analysis.,Bing Xu ;; Yi Sui ;; Chunyan Zhu ;; Xiaomei Yang ;; Jin Zhou ;; Li Li ;; Li Ren ;; Xu Wang,Neurological Sciences,"issn: 15901874, 15903478",Journal article,Medicine,"Dermatology; Medicine (miscellaneous); Neurology (clinical); Psychiatry and Mental Health
",Neurol Sci,2017,mag,1,,,
2497020468,10.1017/CCOL0521822424.012,Martin William Francis Stone,2007,2006,10.1556/Verb.12.2010.1.3,PURCHOTIUS GRÆCUS I: VIKENTIOS DAMODOS' CONCISE ETHICS,John A. Demetracopoulos,Verbum,issn: 15884309; issn:  1585079X,Journal article,"Arts and Humanities;;
Social Sciences",Arts and Humanities;Language and Linguistics;Literature and Literary Theory;Visual Arts and Performing Arts;;Linguistics and Language,,2010,mag,1,DOI,,
2055310065,10.1007/s11059-013-0186-9,Richard Lawrence Etienne Barnett,2015,2013,10.1007/S11059-014-0235-Z,RETRACTED ARTICLE: Désignifier au pluriel,R.-L. Étienne Barnett ;; R.-L. Étienne Barnett,Neohelicon,issn: 15882810; issn:  03244652,Journal article,"Arts and Humanities;;
Social Sciences","Arts and Humanities (miscellaneous);; 	Law; Social Sciences (miscellaneous)
",Springer Netherlands,2015,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,,The Research Agenda of Spiritual Leadership. Where Do We Stand,Mariana Nicolae ;; Irina Ion ;; Elena Nicolae,REVISTA DE MANAGEMENT COMPARAT INTERNATIONAL/REVIEW OF INTERNATIONAL COMPARATIVE MANAGEMENT,issn: 15823458,Journal article,,,"Faculty of Management, Academy of Economic Studies, Bucharest, Romania",2013,mag,0,72_nodoi.pdf,,VENUE-NOT-IN-SCIMAGO
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1002/JTS.21901,"Posttraumatic Stress Symptoms in Breast Cancer Patients: Temporal Evolution, Predictors, and Mediation",Sandra Pérez ;; María José Galdón ;; Yolanda Andreu ;; Elena Ibáñez ;; Estrella Durá ;; Andrea Conchado ;; Etzel Cardeña,Journal of Traumatic Stress,issn: 15736598; issn:  08949867,Journal article,Medicine;; Psychology,Psychiatry and Mental Health;; Clinical Psychology,John Wiley and Sons Inc.,2014,mag,0,,,
1925740804,10.1016/j.cub.2015.09.056,Jean Decety;;Jason M Cowell;;Kang Lee;;Randa Mahasneh;;Susan Malcolm-Smith,2019,2015,10.1007/S10943-019-00900-Z,The Altruism Trait: The Role of Religiousness.,Masoumeh Zarghi ;; Mustafa Bolghan-Abadi,Journal of Religion & Health,issn: 15736571; issn:  00224197,Journal article,"Arts and Humanities;; Medicine;; Nursing
","Religious Studies;; Medicine (miscellaneous);; Nursing (miscellaneous)
",Springer US,2019,mag,1,,,
2075796680,10.4103/0019-5545.105526,Prakash B Behere;;Anweshak Das;;Richa Yadav;;Aniruddh P Behere,2019,2013,10.1007/S10943-019-00875-X,Moderating Effects of Personality Traits in Relationship Between Religious Practices and Mental Health of University Students.,Sarwat Sultan ;; Frasat Kanwal ;; Irshad Hussain,Journal of Religion & Health,issn: 15736571; issn:  00224197,Journal article,"Arts and Humanities;; Medicine;; Nursing
","Religious Studies;; Medicine (miscellaneous);; Nursing (miscellaneous)
",Springer Science and Business Media LLC,2019,mag,1,,,
2075796680,10.4103/0019-5545.105526,Prakash B Behere;;Anweshak Das;;Richa Yadav;;Aniruddh P Behere,2019,2013,10.1007/S10943-017-0551-5,A Nationwide Panel Study on Religious Involvement and Depression in South Africa: Evidence from the South African National Income Dynamics Study,Andrew Tomita ;; Suvira Ramlall,Journal of Religion & Health,issn: 15736571; issn:  00224197,Journal article,"Arts and Humanities;; Medicine;; Nursing
","Religious Studies;; Medicine (miscellaneous);; Nursing (miscellaneous)
",Springer US,2018,mag,0,,,
2075796680,10.4103/0019-5545.105526,Prakash B Behere;;Anweshak Das;;Richa Yadav;;Aniruddh P Behere,2019,2013,10.1007/S10943-018-0710-3,Does Religion Predict Health-Promoting Behaviors in Community-Dwelling Elderly People?,Afsaneh Bakhtiari ;; Mohammadhadi Yadollahpur ;; Shabnam Omidvar ;; Saber Ghorbannejad ;; Fatemeh Bakouei,Journal of Religion & Health,issn: 15736571; issn:  00224197,Journal article,"Arts and Humanities;; Medicine;; Nursing
","Religious Studies;; Medicine (miscellaneous);; Nursing (miscellaneous)
",Springer US,2019,mag,1,,,
2075796680,10.4103/0019-5545.105526,Prakash B Behere;;Anweshak Das;;Richa Yadav;;Aniruddh P Behere,2019,2013,10.1007/S10943-017-0360-X,"Exploring Relationship Between Spiritual Intelligence, Religiosity and Life Satisfaction Among Elderly Pakistani Muslims",Khadeeja Munawar ;; Khadeeja Munawar ;; Omama Tariq,Journal of Religion & Health,issn: 15736571; issn:  00224197,Journal article,"Arts and Humanities;; Medicine;; Nursing
","Religious Studies;; Medicine (miscellaneous);; Nursing (miscellaneous)
",Springer US,2018,mag,0,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.1007/S10943-015-0074-X,Aligning Islamic Spirituality to Medical Imaging,Zainul Ibrahim Zainuddin,Journal of Religion & Health,issn: 15736571; issn:  00224197,Journal article,"Arts and Humanities;; Medicine;; Nursing
","Religious Studies;; Medicine (miscellaneous);; Nursing (miscellaneous)
",Springer US,2017,mag,1,,,
2139588191;;193261174;;2326968768,10.1111/j.1466-8238.2009.00501.x,Ulrike Herzschuh;;H John B Birks;;Xingqi Liu;;Claudia Kubatzki;;Gerrit Lohmann,2010,2009,10.1007/S11104-019-04304-6,Variations of soil organic matters and plant cuticular waxes along an altitude gradient in Qinghai-Tibet Plateau,Luhua Yao ;; Na Guo ;; Yuji He ;; Yu Xiao ;; Yang Li ;; Jianhua Gao ;; Yanjun Guo,Plant and Soil,issn: 15735036; issn:  0032079X,Journal article,"Agricultural and Biological Sciences
",Plant Science; Soil Science,Springer International Publishing,2021,mag,1,,,
1925740804,10.1016/j.cub.2015.09.056,Jean Decety;;Jason M Cowell;;Kang Lee;;Randa Mahasneh;;Susan Malcolm-Smith,2019,2015,10.1007/S10551-018-3937-8,The Ethical Standards of Judgment Questionnaire: Development and Validation of Independent Measures of Formalism and Consequentialism,Ed Love ;; Tara Ceranic Salinas ;; Jeff D. Rotman,Journal of Business Ethics,issn: 15730697; issn:  01674544,Journal article,"Arts and Humanities;;
Business, Management and Accounting;; Economics, Econometrics and Finance;;
Social Sciences","Arts and Humanities (miscellaneous);;
Business and International Management; Business, Management and Accounting (miscellaneous);; Economics and Econometrics;; Law",Springer,2020,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.1007/S10551-015-2796-9,"Religiosity, Attitude, and the Demand for Socially Responsible Products",Johan Graafland,Journal of Business Ethics,issn: 15730697; issn:  01674544,Journal article,"Arts and Humanities;;
Business, Management and Accounting;; Economics, Econometrics and Finance;;
Social Sciences","Arts and Humanities (miscellaneous);;
Business and International Management; Business, Management and Accounting (miscellaneous);; Economics and Econometrics;; Law",Springer Netherlands,2017,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.1007/S10551-012-1370-Y,Workplace Spirituality as a Precursor to Relationship-Oriented Selling Characteristics,Vaibhav Chawla ;; Sridhar Guda,Journal of Business Ethics,issn: 15730697; issn:  01674544,Journal article,"Arts and Humanities;;
Business, Management and Accounting;; Economics, Econometrics and Finance;;
Social Sciences","Arts and Humanities (miscellaneous);;
Business and International Management; Business, Management and Accounting (miscellaneous);; Economics and Econometrics;; Law",Springer,2013,mag,0,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.1007/S10551-019-04358-7,Analyzing Leadership Attributes in Faith-Based Organizations: Idealism Versus Reality,Krystin Zigan ;; YingFei Héliot ;; Alan Le Grys,Journal of Business Ethics,issn: 15730697; issn:  01674544,Journal article,"Arts and Humanities;;
Business, Management and Accounting;; Economics, Econometrics and Finance;;
Social Sciences","Arts and Humanities (miscellaneous);;
Business and International Management; Business, Management and Accounting (miscellaneous);; Economics and Econometrics;; Law",Springer Netherlands,2019,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.1007/S10551-013-1847-3,"Religiosity, CSR Attitudes, and CSR Behavior: An Empirical Study of Executives Religiosity and CSR.",Corrie Mazereeuw van der Duijn Schouten ;; Johan Graafland ;; Muel Kaptein,Journal of Business Ethics,issn: 15730697; issn:  01674544,Journal article,"Arts and Humanities;;
Business, Management and Accounting;; Economics, Econometrics and Finance;;
Social Sciences","Arts and Humanities (miscellaneous);;
Business and International Management; Business, Management and Accounting (miscellaneous);; Economics and Econometrics;; Law",Springer Netherlands,2014,mag,1,,,
2003175046,10.1016/j.shpsa.2011.02.001,Nicola Mößner,2011,2011,10.1007/S10670-016-9815-9,On Ian Hacking’s Notion of Style of Reasoning,Luca Sciortino,Erkenntnis,issn: 15728420; issn:  01650106,Journal article,Arts and Humanities;; Mathematics,"Philosophy;; Logic
",Springer Netherlands,2017,mag,1,,,
2989757562,10.1080/04353684.2019.1692634,Stanley D Brunn;;Olena Dronova;;Leonid Rudenko;;Oleksandr Leiberiuk,2020,2019,10.15407/UGZ2020.02.002,THE INFLUENCE OF THE RUSSIAN AGGRESSION ON THE STATE OF DEVELOPMENT OF GEOGRAPHY IN UKRAINE,S.D. Brunn ;; O. Dronova ;; L. Rudenko ;; O. Leiberiuk,Ukrainian Geographical Journal,issn: 15614980,Journal article,"Arts and Humanities;; 	Business, Management and Accounting;;
Earth and Planetary Sciences;; 	Social Sciences
	
","History and Philosophy of Science;; Management of Technology and Innovation;; Earth and Planetary Sciences (miscellaneous); Earth-Surface Processes;; Geography, Planning and Development",National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka),2020,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.1108/JABS-03-2018-0089,Workplace spirituality and employee loyalty: an empirical investigation among millennials in India,Nimitha Aboobaker ;; Manoj Edward ;; K A Zakkariya,Journal of Asia Business Studies,issn: 15592243; issn:  15587894,Journal article,"Business, Management and Accounting;; Economics, Econometrics and Finance","Business and International Management; Strategy and Management;; Economics, Econometrics and Finance (miscellaneous)
",Emerald Publishing Limited,2020,mag,1,,,
2120150106,10.1109/ICCSIT.2010.5564489,Chao Zhen;;Jieping Xu,2010,2010,10.1109/TASLP.2014.2355774,Music genre classification via joint sparse low-rank representation of audio features,Yannis Panagakis ;; Constantine L. Kotropoulos ;; Gonzalo R. Arce,"IEEE Transactions on Audio, Speech, and Language Processing",issn: 15587916; issn:  15587924,Journal article,Engineering;; Physics and Astronomy,"Electrical and Electronic Engineering;; Acoustics and Ultrasonics
",IEEE Press,2014,mag,1,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.2466/pms.1990.71.1.199,Sport Activity And Personality As Elements In Preventing Cancer And Coronary Heart Disease,"Grossarth-Matice, R.",Perceptual and Motor Skills,issn: 1558688X; issn:  00315125,Journal article,Neuroscience;; Psychology,"Sensory Systems;; Experimental and Cognitive Psychology
",,1990,coci,0,DOI,yes,
